phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,8,3.22,4.33,3.36,4.50,4.50,4.5
reverse_retrieve,8,0.61,0.89,0.75,1.01,1.01,1.0
kv_r: 6 ops, 0.78 GiB, busy 0.3 s
kv_w: 16 ops, 1.12 GiB, busy 8.2 s
