--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    118596128        96372      8543152    0    0 22260    77  237  291   3   1  93   3   0 2026-09-21 16:39:10
   2    1            0    118484752        96424      8543284    0    0    52    36 3383 6279   3   1  96   0   0 2026-09-21 16:39:11
   2    0            0    118457752        96648      8543356    0    0   212   100 3208 5567   3   0  97   0   0 2026-09-21 16:39:12
   1    0            0    118414112        96708      8543416    0    0    60     0 33029 6851   4   8  88   0   0 2026-09-21 16:39:13
   1    0            0    118405008        96764      8543528    0    0    56     0 2336 4912   2   0  98   0   0 2026-09-21 16:39:14
   1    0            0    118425832        96792      8543576    0    0    28     0 1712 4309   0   0  99   0   0 2026-09-21 16:39:15
   0    0            0    118398512        96816      8543644    0    0    24     0 2277 5276   1   0  98   0   0 2026-09-21 16:39:16
   0    0            0    118410656        96864      8543732    0    0    40   416 1782 4623   0   0  99   0   0 2026-09-21 16:39:17
   2    0            0    118283528        96876      8543832    0    0    12     0 2661 5265   2   0  98   0   0 2026-09-21 16:39:18
   1    0            0    118142160        96920      8543872    0    0    44     0 2992 5239   3   0  97   0   0 2026-09-21 16:39:19
   1    0            0    118103696        96940      8543892    0    0    20     0 2908 4861   3   0  97   0   0 2026-09-21 16:39:20
  40    0            0    117876392        97004      8544048    0    0    88     0 4426 6242   5   1  94   0   0 2026-09-21 16:39:21
   3    0            0    117639712        97076      8552352    0    0    64   104 11112 8093  17   1  82   0   0 2026-09-21 16:39:22
   1    0            0    117923584        97168      8589428    0    0    92   298 8428 8146   7   1  92   0   0 2026-09-21 16:39:23
   2    0            0    117908800        97224      8591804    0    0    56     0 4628 7374   3   1  96   0   0 2026-09-21 16:39:24
   1    0            0    117764288        97288      8591852    0    0    64     4 9984 8372  16   4  80   0   0 2026-09-21 16:39:25
  18    0            0    117783200        97328      8591924    0    0    40     0 15358 10530  28   5  66   0   0 2026-09-21 16:39:26
   1    0            0    117660024        97412      8591956    0    0    72   272 4529 7243   4   1  95   0   0 2026-09-21 16:39:27
   1    0            0    117579008        97440      8592000    0    0    28    12 3816 6721   3   0  97   0   0 2026-09-21 16:39:28
   2    0            0    117576144        97476      8592036    0    0    36   196 3863 7203   3   0  97   0   0 2026-09-21 16:39:29
   1    0            0    117505040        97528      8592148    0    0    52     0 6934 12407   2   1  97   0   0 2026-09-21 16:39:30
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    117505344        97596      8592236    0    0    68     0 7161 14986   1   0  98   0   0 2026-09-21 16:39:31
   5    0            0    117342384        97644      8592336    0    0    40   160 8069 15462   2   0  97   0   0 2026-09-21 16:39:32
   1    0            0    117232752        97716      8592748    0    0    52 290304 12638 16581  12   2  86   1   0 2026-09-21 16:39:33
   4    0            0    117248432        97784      8592916    0    0    68     0 10704 16230  11   0  89   0   0 2026-09-21 16:39:34
   4    0            0    117246896        97960      8593464    0    0    48 290440 11907 17509  10   0  89   1   0 2026-09-21 16:39:35
   4    0            0    117256760        97992      8594248    0    0    32 290316 11388 16135  10   0  89   0   0 2026-09-21 16:39:36
   0    0            0    117263632        98048      8594856    0    0    44 292452 9581 16854   4   0  95   1   0 2026-09-21 16:39:37
   0    0            0    117264384        98092      8594940    0    0    44     0 6829 14900   1   0  99   0   0 2026-09-21 16:39:38
   1    0            0    117272200        98144      8594892    0    0    52     0 6554 14172   0   0  99   0   0 2026-09-21 16:39:39
   4    1            0    117263152        98184      8595068    0    0 429608  9216 9059 16552   2   1  97   1   0 2026-09-21 16:39:40
   0    0            0    117260512        98212      8595124    0    0 385500  9380 8843 16981   2   0  97   1   0 2026-09-21 16:39:41
   1    0            0    117273424        98252      8595216    0    0    32   452 6698 14562   0   0  99   0   0 2026-09-21 16:39:42
   0    0            0    117278512        98256      8595312    0    0     4   108 6765 14660   1   0  99   0   0 2026-09-21 16:39:43
   1    0            0    117286184        98304      8595428    0    0    44     0 8223 15849   2   0  98   0   0 2026-09-21 16:39:44
