phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.23,87.35,79.90,100.91,107.41,107.4
reverse_retrieve,24,36.07,81.91,45.71,91.39,91.39,91.4
