phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.59,87.12,79.77,100.55,106.73,106.7
reverse_retrieve,24,36.41,89.56,47.44,98.98,98.98,99.0
