phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.06,81.69,77.44,95.11,106.16,106.2
reverse_retrieve,24,33.23,80.62,44.44,90.14,90.15,90.2
