procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 6  1       648800    125434776        58648      2165356    2    3 11336   505    1    1   1   0  97   2   0 2026-09-14 18:37:28
 4  0       648800    125330544        58972      2181376    0    0 16092     0 4247 6887   3   1  96   0   0 2026-09-14 18:37:29
 4  0       648800    125267856        59312      2201824    0    0 20780     0 5170 7831   3   1  96   0   0 2026-09-14 18:37:30
 3  0       648800    125184704        59856      2234936    0    0 33556  1172 6981 8057   4   8  87   0   0 2026-09-14 18:37:31
 3  0       648800    125143768        60084      2246368    0    0 11812     0 4299 5969   3   1  96   0   0 2026-09-14 18:37:32
 2  0       648800    125133216        60124      2247076    0    0   392     0 3515 5201   1   1  98   0   0 2026-09-14 18:37:33
 2  0       648800    125124904        60152      2248768    0    0  2160     0 3591 5306   1   1  98   0   0 2026-09-14 18:37:34
 1  0       648800    125061920        60308      2283676    0    0 34564     0 4082 6434   1   1  98   0   0 2026-09-14 18:37:35
 3  0       648800    124970704        60320      2286172    0    0  2516   624 3626 5102   2   1  98   0   0 2026-09-14 18:37:36
55  0       648800    124506576        60616      2294860    0    0  9400     0 5766 7290   7   1  91   0   0 2026-09-14 18:37:37
 3  0       648800    124152896        60700      2371072    0    0 65520     0 13101 8352  17   2  81   0   0 2026-09-14 18:37:38
 1  0       648800    124234880        61220      2712168   80    0 75344     0 10109 10667   7   2  91   0   0 2026-09-14 18:37:39
 2  0       648800    122677192        61224      2714080    0    0  1992     0 9678 13919   3   2  95   0   0 2026-09-14 18:37:40
 1  0       648800    118650160        61236      2714228    0    0     0   616 9635 14248   3   3  94   0   0 2026-09-14 18:37:41
 1  0       648800    114667792        61236      2714256    4    0     4     0 8827 14225   1   2  96   0   0 2026-09-14 18:37:42
 1  0       648800    110577040        61236      2714296    0    0     0     0 8520 14072   1   3  96   0   0 2026-09-14 18:37:43
 1  0       648800    106489560        61236      2714328    0    0     0     0 8678 13933   1   2  96   0   0 2026-09-14 18:37:44
 2  0       648800    102462192        61236      2714476    0    0   120     0 8527 14005   1   2  96   0   0 2026-09-14 18:37:45
 1  0       648800     98350016        61244      2714508    0    0     0   192 9023 14397   1   2  96   0   0 2026-09-14 18:37:46
 1  0       648800     94222712        61244      2714676    0    0   128   548 8709 14112   1   2  96   0   0 2026-09-14 18:37:47
 2  0       648800     90138288        61244      2714712    0    0     0     0 8740 13847   1   2  96   0   0 2026-09-14 18:37:48
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       648800     86011488        61244      2714752    0    0     0     0 8552 14048   1   2  96   0   0 2026-09-14 18:37:49
 1  0       648800     81926288        61244      2714784    0    0     0     0 8306 13956   1   2  96   0   0 2026-09-14 18:37:50
 1  0       648800     77929280        61252      2714820    0    0     0   128 8776 14319   1   2  96   0   0 2026-09-14 18:37:51
 1  0       648800     73974160        61252      2714852    0    0     0   444 9129 14017   1   2  96   0   0 2026-09-14 18:37:52
 1  0       648800     69890016        61252      2714884    0    0     0     0 8633 13920   1   2  96   0   0 2026-09-14 18:37:53
 1  0       648800     65790724        61252      2714932    0    0   204     0 8440 13945   1   2  96   0   0 2026-09-14 18:37:54
 1  0       648800     61680596        61252      2715164    0    0     0     0 8353 14021   1   3  96   0   0 2026-09-14 18:37:55
 1  0       648800     57590144        61264      2715232    4    0    32   180 8349 14072   1   2  96   0   0 2026-09-14 18:37:56
 1  0       648800     57363156        61276      2718592    0    0  3580   508 8105 14627   1   1  98   0   0 2026-09-14 18:37:57
 1  0       648800     53783276        61276      4507672    0    0 1789308     0 10332 14044   0   3  96   0   0 2026-09-14 18:37:58
 1  0       648800     49846148        61276      6474840    0    0 1966620     0 10863 14077   0   3  96   0   0 2026-09-14 18:37:59
 1  0       648800     45892056        61276      8449084    0    0 1974208     0 11665 14025   0   3  96   0   0 2026-09-14 18:38:00
 7  0       648800     41936488        61288     10424280    0    0 1975512   356 11762 13967   0   3  96   0   0 2026-09-14 18:38:01
18  0       648800     38023820        61288     12456892    0    0 1914336   656 10716 14013   0   5  94   0   0 2026-09-14 18:38:02
