phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,1002.09,2109.96,1242.96,2279.99,2279.99,2280.0
reverse_retrieve,32,893.15,1609.47,1114.57,1871.18,2069.84,2069.9
