procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       562536     81780976       169804     45385808    2    3 12360   576    2    1   1   1  97   2   0 2026-09-15 02:15:09
 2  0       562536     81694064       169804     45385852    0    0     0     0 2755 3982   3   1  97   0   0 2026-09-15 02:15:10
 2  0       562280     81635888       169804     45385864  452    0   452     0 2537 3737   3   0  96   0   0 2026-09-15 02:15:11
 2  0       562280     81578976       169812     45385868    0    0     0  4044 4877 72398   5   7  88   0   0 2026-09-15 02:15:12
 2  0       562280     81552848       169812     45386020   12    0   140     0 3165 3987   2   0  98   0   0 2026-09-15 02:15:13
 8  0       562280     81557136       169812     45386040   68    0    68     0 2503 3484   1   0  98   0   0 2026-09-15 02:15:14
 1  0       562280     81546816       169812     45386092    0    0    44     0 2517 4522   2   0  98   0   0 2026-09-15 02:15:15
 1  0       562280     81420768       169816     45386124    0    0    20     0 2323 3387   1   0  98   0   0 2026-09-15 02:15:16
 3  0       562280     81350976       169824     45386144    0    0     0   592 2734 3620   3   0  96   0   0 2026-09-15 02:15:17
 1  0       562280     81224976       169824     45386152    0    0     0     0 2648 3682   3   0  96   0   0 2026-09-15 02:15:18
 3  0       562280     81031952       169824     45386176    0    0     4     0 2380 3657   3   1  97   0   0 2026-09-15 02:15:19
 3  0       562280     80593552       169824     45386192    0    0     0     0 5953 4826  21   1  78   0   0 2026-09-15 02:15:20
18  0       562280     80840992       169824     45531516    0    0     0     0 6383 6011   8   2  91   0   0 2026-09-15 02:15:21
 2  0       562280     79615824       169836     45531624    0    0     0   176 8170 11590   3   2  96   0   0 2026-09-15 02:15:22
 1  0       562280     75945248       169836     45531636    0    0     0   352 8335 13039   4   2  94   0   0 2026-09-15 02:15:23
 1  0       562280     71853920       169836     45531660    0    0     0     0 8107 12872   1   2  96   0   0 2026-09-15 02:15:24
 1  0       562280     67508048       169836     45531668    0    0     0     0 7910 13139   1   2  97   0   0 2026-09-15 02:15:25
 1  0       562280     63652604       169836     45531688    0    0     0     0 7759 13095   1   2  97   0   0 2026-09-15 02:15:26
 3  0       562280     59544908       169844     45531700    0    0     0   124 7682 12893   1   2  96   0   0 2026-09-15 02:15:27
 1  0       562280     55080376       169844     45531712    0    0     0   352 7750 12898   1   2  97   0   0 2026-09-15 02:15:28
 1  0       562280     51159928       169844     45531724    0    0     0     0 7456 12806   1   2  97   0   0 2026-09-15 02:15:29
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       562280     47216324       169844     45531736    0    0     0     0 7798 12968   1   2  97   0   0 2026-09-15 02:15:30
 1  0       562280     42824844       169844     45531752    0    0     0     0 7670 12878   1   2  97   0   0 2026-09-15 02:15:31
 1  0       562280     38851952       169852     45531780    0    0     0   120 7723 12823   1   2  97   0   0 2026-09-15 02:15:32
 1  0       562280     34732684       169852     45531792    0    0     0   276 7688 12908   1   2  96   0   0 2026-09-15 02:15:33
 1  0       562280     30604312       169852     45531804    0    0     0     0 7727 12912   1   2  96   0   0 2026-09-15 02:15:34
 1  0       562280     26630656       169852     45531816    0    0     0     0 7847 12852   1   2  97   0   0 2026-09-15 02:15:35
 1  0       562280     22302224       169852     45531836    0    0     0     0 7649 12997   1   2  97   0   0 2026-09-15 02:15:36
 1  0       562280     18369156       169864     45531848    0    0     0   144 7418 12969   1   2  96   0   0 2026-09-15 02:15:37
 1  0       562280     14412684       169916     45530784    0    0    52   364 8133 13250   1   2  96   0   0 2026-09-15 02:15:38
 1  0       562280     19902732       170336     40037048    0    0   420     0 8218 13052   1   3  97   0   0 2026-09-15 02:15:39
 1  0       562280     29932284       170412     30011136    0    0    76     0 8545 12930   1   3  96   0   0 2026-09-15 02:15:40
 1  0       562280     39320776       170484     20630820    0    0    72     0 8498 12892   0   3  97   0   0 2026-09-15 02:15:41
 0  0       562280     46893220       170580     13073064    0    0    68  4788 7950 13026   1   2  97   0   0 2026-09-15 02:15:42
 1  0       562280     46893260       170580     13072808    0    0    80  4824 7625 13888   1   0  99   0   0 2026-09-15 02:15:43
 5 14       562280     44576188       170584     14254864   12    0 1183376     0 14105 21614   6   6  59  28   0 2026-09-15 02:15:44
 4 14       562280     42201592       170584     15443132    0    0 1188608     0 13795 21797   5   6  62  27   0 2026-09-15 02:15:45
 5 14       562280     43972936       170584     16037228    0    0 594248   460 12154 18893   5   3  77  15   0 2026-09-15 02:15:46
 2 16       562280     42951116       170600     17064520    0    0 1027128   456 13732 21480   6   4  66  25   0 2026-09-15 02:15:47
 2 16       562280     41692972       170600     18306864    0    0 1242476   692 16318 25389   7   4  57  32   0 2026-09-15 02:15:48
