procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       555280     96043920      1025532     25203964    2    3 15726   569    1    0   1   1  96   3   0 2026-09-19 01:55:12
 2  0       555280     95951616      1025532     25204016    0    0     0     0 2481 3596   3   1  97   0   0 2026-09-19 01:55:13
37  0       555280     95893712      1025532     25204044    0    0     0   396 3521 3666   3   3  94   0   0 2026-09-19 01:55:14
 2  0       555280     95837328      1025532     25204072    0    0     0     0 3359 3521   4   5  91   0   0 2026-09-19 01:55:15
 1  0       555280     95822528      1025540     25204072    0    0     0   108 2077 3625   1   0  99   0   0 2026-09-19 01:55:16
 2  0       555280     95809472      1025540     25204116    0    0     0     0 2452 4120   1   1  99   0   0 2026-09-19 01:55:17
 1  0       555280     95787872      1025540     25204132    0    0     0     0 2484 3588   1   0  99   0   0 2026-09-19 01:55:18
 1  0       555280     95644336      1025540     25204164    0    0     0   436 2114 3536   1   1  98   0   0 2026-09-19 01:55:19
 1  0       555280     95483104      1025540     25204184    0    0     0     0 2117 3414   3   0  97   0   0 2026-09-19 01:55:20
 1  0       555280     95414072      1025548     25204200    0    0     0   124 2193 3529   3   0  97   0   0 2026-09-19 01:55:21
74  0       555280     94960816      1025548     25204236    0    0     0     0 4581 4431   8   1  91   0   0 2026-09-19 01:55:22
 1  0       555280     94652280      1025548     25214500    0    0     0     0 5868 5326  13   1  86   0   0 2026-09-19 01:55:23
 1  0       555280     95075088      1025548     25251416    0    0     0   464 5000 5800   6   1  93   0   0 2026-09-19 01:55:24
 1  0       555280     94565104      1025548     25251484    0    0     0     4 3409 11402   4   1  94   0   0 2026-09-19 01:55:25
18  0       555280     95123056      1025552     25251496    0    0     0   188 6153 7689  27   5  69   0   0 2026-09-19 01:55:26
 1  0       555280     95157968      1025552     25251540    0    0     0     0 5001 6391  18   3  79   0   0 2026-09-19 01:55:27
 1  0       555280     95041976      1025552     25251560    0    0     0     0 3549 4733   3   0  97   0   0 2026-09-19 01:55:28
 1  0       555280     94991632      1025552     25251680    0    0     0   316 3249 4926   3   1  97   0   0 2026-09-19 01:55:29
 1  0       555280     94406496      1025552     25775896    0    0     0     8 5514 6473   4   1  95   0   0 2026-09-19 01:55:30
 0  0       555280     94385664      1025560     25775912    0    0     0   204 7370 12828   2   1  97   0   0 2026-09-19 01:55:31
 0  0       555280     94257888      1025560     25775944    0    0     0     0 7156 12816   1   0  99   0   0 2026-09-19 01:55:32
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       555280     94240096      1025560     25775964    0    0     0     0 7469 12938   3   0  97   0   0 2026-09-19 01:55:33
 1  1       555280     94234832      1025564     25775980    0    0     0    92 7294 12671   3   0  97   0   0 2026-09-19 01:55:34
 1  0       555280     94231056      1025564     25776024    0    0     0   240 7189 12769   3   0  97   0   0 2026-09-19 01:55:35
 1  0       555280     94227856      1025576     25776044    0    0     0   120 7265 13015   3   0  97   0   0 2026-09-19 01:55:36
 1  0       555280     94225880      1025576     25776060    0    0     0     0 7336 12937   3   0  97   0   0 2026-09-19 01:55:37
 0  4       555280     94151640      1025576     25776144    0    0    36 238848 10861 18764   1   1  90   9   0 2026-09-19 01:55:38
 4  0       555280     94151760      1025576     25776284    0    0     0 51456 9123 14553   9   0  89   2   0 2026-09-19 01:55:39
 4  0       555280     94148048      1025576     25776316    0    0     0   228 8486 12768  11   0  89   0   0 2026-09-19 01:55:40
 4  0       555280     94144784      1025588     25776380    0    0     0  1576 8333 12865  11   0  89   0   0 2026-09-19 01:55:41
 4  0       555280     94140816      1025588     25776388    0    0     0     0 8680 13063  11   0  88   0   0 2026-09-19 01:55:42
 4  0       555280     94135840      1025588     25776424    0    0     0     0 8670 12869  11   0  89   0   0 2026-09-19 01:55:43
 0  2       555280     94132936      1025588     25776572    0    0     0 288576 11673 20069   2   0  88  10   0 2026-09-19 01:55:44
 4  0       555280     94129224      1025588     25776888    0    0     0  3288 8524 13049  11   0  89   0   0 2026-09-19 01:55:45
 4  0       555280     94126752      1025600     25776916    0    0     0  1348 8778 13172  11   0  89   0   0 2026-09-19 01:55:46
 4  0       555280     94124488      1025600     25776940    0    0     0     0 8848 12940  11   0  88   0   0 2026-09-19 01:55:47
 4  0       555280     94121008      1025600     25776976    0    0     0     0 8912 12914  11   0  88   0   0 2026-09-19 01:55:48
 1  4       555280     94119024      1025600     25776996    0    0     0 166464 9155 13383  11   0  88   1   0 2026-09-19 01:55:49
 4  0       555280     94116360      1025600     25777532    0    0     0 125216 8700 13414  10   0  89   0   0 2026-09-19 01:55:50
 4  0       555280     94113648      1025608     25777556    0    0     0  1332 8491 13097  11   0  88   0   0 2026-09-19 01:55:51
 4  0       555280     94112544      1025608     25777580    0    0     0     0 8640 12804  11   0  88   0   0 2026-09-19 01:55:52
 4  0       555280     94110624      1025608     25777600    0    0     0     0 8507 12853  11   0  88   0   0 2026-09-19 01:55:53
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       555280     94109936      1025608     25777624    0    0     0     0 8585 12752  11   0  88   0   0 2026-09-19 01:55:54
 2  2       555280     94108384      1025612     25778008    0    0     0 291672 8893 14488   1   0  88  11   0 2026-09-19 01:55:55
 0  0       555280     94106464      1025628     25778112    0    0     0  1412 6974 13260   0   0  99   0   0 2026-09-19 01:55:56
 0  0       555280     94108592      1025628     25778156    0    0     0     0 7146 13031   0   0  99   0   0 2026-09-19 01:55:57
 0  0       555280     94109392      1025628     25778192    0    0     0     0 7134 12956   0   0  99   0   0 2026-09-19 01:55:58
 1  0       555280     94062784      1025628     25778232    0    0 380160 13824 8521 14444   3   0  95   1   0 2026-09-19 01:55:59
 3  0       555280     94059824      1025632     25778296    0    0 285696  6008 7699 13662   2   0  97   1   0 2026-09-19 01:56:00
 0  0       555280     94059088      1025644     25778304    0    0     0   500 6922 13131   0   0  99   0   0 2026-09-19 01:56:01
 0  0       555280     94061184      1025644     25778340    0    0     0     0 7064 13187   0   0  99   0   0 2026-09-19 01:56:02
 1  0       555280     94059776      1025644     25778416    0    0     0     0 7121 13328   1   0  98   0   0 2026-09-19 01:56:03
