phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
prefill,155,27.20,42.06,28.00,42.85,43.16,43.3
stream,200,1.12,6.29,2.61,8.47,14.36,239.1
