timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/09/16 15:03:45.988, 0 %, 0 %, 15 MiB, 16384 MiB, 7.20 W, 55
2026/09/16 15:03:46.999, 0 %, 0 %, 15 MiB, 16384 MiB, 7.49 W, 55
2026/09/16 15:03:48.005, 0 %, 0 %, 15 MiB, 16384 MiB, 7.47 W, 55
2026/09/16 15:03:49.011, 0 %, 0 %, 15 MiB, 16384 MiB, 7.38 W, 54
2026/09/16 15:03:50.017, 0 %, 0 %, 15 MiB, 16384 MiB, 7.38 W, 54
2026/09/16 15:03:51.023, 0 %, 0 %, 15 MiB, 16384 MiB, 7.31 W, 54
2026/09/16 15:03:52.029, 0 %, 0 %, 15 MiB, 16384 MiB, 7.20 W, 54
2026/09/16 15:03:53.035, 0 %, 0 %, 15 MiB, 16384 MiB, 7.09 W, 54
2026/09/16 15:03:54.041, 0 %, 0 %, 15 MiB, 16384 MiB, 7.17 W, 53
2026/09/16 15:03:55.047, 0 %, 0 %, 15 MiB, 16384 MiB, 7.30 W, 53
2026/09/16 15:03:56.053, 0 %, 0 %, 15 MiB, 16384 MiB, 7.27 W, 53
2026/09/16 15:03:57.059, 0 %, 0 %, 134 MiB, 16384 MiB, 44.97 W, 55
2026/09/16 15:03:58.061, 1 %, 0 %, 206 MiB, 16384 MiB, 45.09 W, 55
2026/09/16 15:03:59.064, 26 %, 1 %, 1000 MiB, 16384 MiB, 45.79 W, 55
2026/09/16 15:04:00.066, 0 %, 0 %, 1000 MiB, 16384 MiB, 45.05 W, 55
2026/09/16 15:04:01.068, 0 %, 0 %, 1000 MiB, 16384 MiB, 45.20 W, 55
2026/09/16 15:04:02.071, 0 %, 0 %, 1000 MiB, 16384 MiB, 44.55 W, 55
2026/09/16 15:04:03.073, 70 %, 3 %, 1000 MiB, 16384 MiB, 59.26 W, 56
2026/09/16 15:04:04.075, 0 %, 0 %, 824 MiB, 16384 MiB, 57.31 W, 56
2026/09/16 15:04:05.078, 0 %, 0 %, 964 MiB, 16384 MiB, 57.25 W, 56
2026/09/16 15:04:06.080, 0 %, 0 %, 964 MiB, 16384 MiB, 44.57 W, 55
2026/09/16 15:04:07.082, 0 %, 0 %, 964 MiB, 16384 MiB, 44.52 W, 55
2026/09/16 15:04:08.085, 100 %, 39 %, 1680 MiB, 16384 MiB, 180.39 W, 60
2026/09/16 15:04:09.104, 27 %, 19 %, 1680 MiB, 16384 MiB, 123.98 W, 58
2026/09/16 15:04:10.107, 0 %, 0 %, 1682 MiB, 16384 MiB, 57.31 W, 57
2026/09/16 15:04:11.109, 1 %, 1 %, 1842 MiB, 16384 MiB, 45.83 W, 56
2026/09/16 15:04:12.112, 26 %, 3 %, 1848 MiB, 16384 MiB, 59.02 W, 57
2026/09/16 15:04:13.115, 1 %, 1 %, 1848 MiB, 16384 MiB, 60.65 W, 57
2026/09/16 15:04:14.119, 33 %, 1 %, 2492 MiB, 16384 MiB, 53.70 W, 57
2026/09/16 15:04:15.122, 100 %, 12 %, 2492 MiB, 16384 MiB, 121.38 W, 60
2026/09/16 15:04:16.124, 100 %, 7 %, 2492 MiB, 16384 MiB, 146.31 W, 60
2026/09/16 15:04:17.127, 73 %, 7 %, 2492 MiB, 16384 MiB, 99.65 W, 60
2026/09/16 15:04:18.129, 62 %, 6 %, 2492 MiB, 16384 MiB, 104.40 W, 62
2026/09/16 15:04:19.132, 65 %, 7 %, 2492 MiB, 16384 MiB, 119.87 W, 60
2026/09/16 15:04:20.134, 98 %, 9 %, 2496 MiB, 16384 MiB, 109.52 W, 60
2026/09/16 15:04:21.137, 24 %, 2 %, 2496 MiB, 16384 MiB, 82.23 W, 59
2026/09/16 15:04:22.142, 24 %, 2 %, 2496 MiB, 16384 MiB, 79.72 W, 59
2026/09/16 15:04:23.144, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.58 W, 59
2026/09/16 15:04:24.147, 31 %, 3 %, 2496 MiB, 16384 MiB, 59.00 W, 59
2026/09/16 15:04:25.149, 1 %, 1 %, 2496 MiB, 16384 MiB, 58.95 W, 59
2026/09/16 15:04:26.151, 1 %, 1 %, 2496 MiB, 16384 MiB, 58.79 W, 59
2026/09/16 15:04:27.154, 100 %, 7 %, 2496 MiB, 16384 MiB, 59.74 W, 59
2026/09/16 15:04:28.156, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.72 W, 59
2026/09/16 15:04:29.159, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.03 W, 59
2026/09/16 15:04:30.162, 57 %, 6 %, 2496 MiB, 16384 MiB, 61.84 W, 59
2026/09/16 15:04:31.164, 1 %, 1 %, 2496 MiB, 16384 MiB, 58.95 W, 59
2026/09/16 15:04:32.166, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.25 W, 59
2026/09/16 15:04:33.170, 11 %, 3 %, 2496 MiB, 16384 MiB, 125.53 W, 61
2026/09/16 15:04:34.175, 100 %, 7 %, 2496 MiB, 16384 MiB, 130.73 W, 62
2026/09/16 15:04:35.178, 64 %, 4 %, 2496 MiB, 16384 MiB, 112.04 W, 60
2026/09/16 15:04:36.183, 34 %, 4 %, 2496 MiB, 16384 MiB, 85.11 W, 61
2026/09/16 15:04:37.186, 92 %, 9 %, 2496 MiB, 16384 MiB, 134.07 W, 62
2026/09/16 15:04:38.192, 100 %, 7 %, 2496 MiB, 16384 MiB, 133.29 W, 64
2026/09/16 15:04:39.200, 45 %, 4 %, 2496 MiB, 16384 MiB, 93.46 W, 62
2026/09/16 15:04:40.207, 46 %, 6 %, 2496 MiB, 16384 MiB, 97.33 W, 62
2026/09/16 15:04:41.212, 98 %, 8 %, 2496 MiB, 16384 MiB, 61.24 W, 61
2026/09/16 15:04:42.218, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.41 W, 61
2026/09/16 15:04:43.227, 22 %, 3 %, 2496 MiB, 16384 MiB, 61.52 W, 61
2026/09/16 15:04:44.230, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.90 W, 61
2026/09/16 15:04:45.232, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.78 W, 61
2026/09/16 15:04:46.235, 82 %, 6 %, 2496 MiB, 16384 MiB, 60.65 W, 60
2026/09/16 15:04:47.238, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.48 W, 60
2026/09/16 15:04:48.241, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.50 W, 60
2026/09/16 15:04:49.245, 64 %, 6 %, 2496 MiB, 16384 MiB, 61.92 W, 61
2026/09/16 15:04:50.248, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.42 W, 60
2026/09/16 15:04:51.252, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.48 W, 60
2026/09/16 15:04:52.256, 1 %, 1 %, 2496 MiB, 16384 MiB, 119.40 W, 62
2026/09/16 15:04:53.260, 17 %, 4 %, 2496 MiB, 16384 MiB, 78.29 W, 61
2026/09/16 15:04:54.264, 16 %, 3 %, 2496 MiB, 16384 MiB, 117.71 W, 64
2026/09/16 15:04:55.269, 100 %, 9 %, 2496 MiB, 16384 MiB, 136.01 W, 63
2026/09/16 15:04:56.271, 69 %, 5 %, 2496 MiB, 16384 MiB, 102.37 W, 64
2026/09/16 15:04:57.274, 46 %, 5 %, 2496 MiB, 16384 MiB, 110.59 W, 63
2026/09/16 15:04:58.276, 42 %, 5 %, 2496 MiB, 16384 MiB, 108.82 W, 63
2026/09/16 15:04:59.278, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.96 W, 62
2026/09/16 15:05:00.281, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.71 W, 62
2026/09/16 15:05:01.283, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.44 W, 62
2026/09/16 15:05:02.285, 1 %, 1 %, 2496 MiB, 16384 MiB, 67.25 W, 62
2026/09/16 15:05:03.288, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.14 W, 62
2026/09/16 15:05:04.291, 6 %, 1 %, 2496 MiB, 16384 MiB, 61.37 W, 61
2026/09/16 15:05:05.295, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.69 W, 61
2026/09/16 15:05:06.299, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.68 W, 61
2026/09/16 15:05:07.302, 100 %, 7 %, 2496 MiB, 16384 MiB, 60.59 W, 61
2026/09/16 15:05:08.305, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.56 W, 61
2026/09/16 15:05:09.308, 1 %, 1 %, 2496 MiB, 16384 MiB, 59.71 W, 61
2026/09/16 15:05:10.311, 1 %, 1 %, 2496 MiB, 16384 MiB, 135.47 W, 63
2026/09/16 15:05:11.315, 32 %, 5 %, 2496 MiB, 16384 MiB, 94.84 W, 63
2026/09/16 15:05:12.318, 32 %, 5 %, 2496 MiB, 16384 MiB, 97.59 W, 63
2026/09/16 15:05:13.322, 100 %, 8 %, 2496 MiB, 16384 MiB, 136.36 W, 64
2026/09/16 15:05:14.324, 100 %, 9 %, 2496 MiB, 16384 MiB, 97.72 W, 66
2026/09/16 15:05:15.327, 36 %, 4 %, 2496 MiB, 16384 MiB, 102.17 W, 64
2026/09/16 15:05:16.329, 51 %, 5 %, 2496 MiB, 16384 MiB, 93.87 W, 64
2026/09/16 15:05:17.331, 14 %, 2 %, 2496 MiB, 16384 MiB, 59.75 W, 63
2026/09/16 15:05:18.334, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.61 W, 63
2026/09/16 15:05:19.336, 21 %, 3 %, 2496 MiB, 16384 MiB, 61.28 W, 62
2026/09/16 15:05:20.339, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.70 W, 62
2026/09/16 15:05:21.341, 100 %, 9 %, 2496 MiB, 16384 MiB, 145.45 W, 65
2026/09/16 15:05:22.344, 37 %, 5 %, 2496 MiB, 16384 MiB, 96.38 W, 64
2026/09/16 15:05:23.348, 61 %, 4 %, 2496 MiB, 16384 MiB, 104.75 W, 64
2026/09/16 15:05:24.351, 40 %, 6 %, 2496 MiB, 16384 MiB, 92.70 W, 64
2026/09/16 15:05:25.355, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.76 W, 63
2026/09/16 15:05:26.358, 61 %, 6 %, 2496 MiB, 16384 MiB, 67.79 W, 63
2026/09/16 15:05:27.362, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.97 W, 63
2026/09/16 15:05:28.366, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.43 W, 63
2026/09/16 15:05:29.369, 1 %, 1 %, 2496 MiB, 16384 MiB, 64.03 W, 63
2026/09/16 15:05:30.373, 1 %, 1 %, 2496 MiB, 16384 MiB, 61.48 W, 63
2026/09/16 15:05:31.377, 100 %, 7 %, 2496 MiB, 16384 MiB, 79.49 W, 63
2026/09/16 15:05:32.380, 15 %, 2 %, 2496 MiB, 16384 MiB, 69.67 W, 63
2026/09/16 15:05:33.384, 3 %, 1 %, 2496 MiB, 16384 MiB, 60.79 W, 63
2026/09/16 15:05:34.387, 1 %, 1 %, 2496 MiB, 16384 MiB, 60.95 W, 63
