#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260919    11:10:00       0      7     50      -      0      0      0      0      0      0    405    300      0      0     15      5      0      -      -      0      0      0 
 20260919    11:10:01       0      8     50      -      0      0      0      0      0      0    405    300      0      0     15      5      0      -      -      0      0      0 
 20260919    11:10:02       0      7     50      -      0      0      0      0      0      0    405    300      0      0     15      5      0      -      -      0      0      0 
 20260919    11:10:03       0      7     50      -      0      0      0      0      0      0    405    300      0      0     15      5      0      -      -      0     18     44 
 20260919    11:10:04       0      7     49      -      0      0      0      0      0      0    405    630      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:05       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:06       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:07       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:08       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:09       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:10       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260919    11:10:11       0     47     49      -      2      0      0      0      0      0   6500   1620      0      0    134      7      0      -      -      0      0      0 
 20260919    11:10:12       0     43     50      -      0      0      0      0      0      0   6500   1620      0      0    206      7      0      -      -      0      0      8 
 20260919    11:10:14       0     43     50      -      0      0      0      0      0      0   6500   1620      0      0   6246      7      0      -      -      0      0      0 
 20260919    11:10:15       0     45     50      -     31      1      0      0      0      0   6500   1665      0      0   6246      7      0      -      -      0   3627    466 
 20260919    11:10:16       0     44     50      -      7      0      0      0      0      0   6500   1665      0      0   6246      7      0      -      -      0      0      0 
 20260919    11:10:17       0    210     56      -    100     60      0      0      0      0   6500   1800      0      0   6924      7      0      -      -      0     27      8 
 20260919    11:10:18       0     56     52      -      0      0      0      0      0      0   6500   1920      0      0   6924      7      0      -      -      0      0      0 
 20260919    11:10:19       0     56     51      -      0      1      0      0      0      0   6500   1920      0      0   7084     80      0      -      -      0      0      0 
 20260919    11:10:20       0     43     51      -      0      0      0      0      0      0   6500   1620      0      0   7084     89      0      -      -      0      0      0 
 20260919    11:10:21       0     43     50      -      0      0      0      0      0      0   6500   1620      0      0   7084     98      0      -      -      0      0      0 
 20260919    11:10:22       0     43     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    107      0      -      -      0      0      0 
 20260919    11:10:23       0     43     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    116      0      -      -      0      0      0 
 20260919    11:10:24       0     42     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    125      0      -      -      0      0      0 
 20260919    11:10:25       0     42     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    134      0      -      -      0      0      0 
 20260919    11:10:26       0     42     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    143      0      -      -      0      0      0 
 20260919    11:10:27       0     42     50      -      0      0      0      0      0      0   6500   1620      0      0   7084    152      0      -      -      0      0      0 
