phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.18,87.57,80.21,100.69,106.80,106.8
reverse_retrieve,24,36.05,88.44,46.93,97.58,97.58,97.6
kv_r: 18 ops, 0.33 GiB, busy 60.9 s
kv_w: 22 ops, 1.50 GiB, busy 50.8 s
