phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.44,81.93,77.55,95.18,106.15,106.2
reverse_retrieve,24,36.29,94.28,49.98,103.68,103.68,103.7
