phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,1109.90,2280.33,1317.29,2438.42,2438.42,2438.5
reverse_retrieve,32,1206.36,2115.59,1389.41,2273.69,2273.69,2273.7
