procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       526400     67707336        23164     59080980    2    3 13834   610    0    0   1   1  97   2   0 2026-09-15 16:02:30
 3  0       526400     67596912        23572     59098160    8    0 17340   160 4099 7076   3   1  96   0   0 2026-09-15 16:02:31
 2  0       526400     67534208        23992     59117148    0    0 19448   104 4503 7936   3   1  96   0   0 2026-09-15 16:02:32
 2  0       526400     67434496        24760     59158452    0    0 42200     0 6176 7798   4   8  88   0   0 2026-09-15 16:02:33
 1  0       526400     67407088        24928     59161036    0    0  2356     0 3396 5444   3   0  97   0   0 2026-09-15 16:02:34
 1  0       526400     67405360        24928     59161144    0    0    32     0 3085 5251   1   1  99   0   0 2026-09-15 16:02:35
 1  1       526400     67353472        25060     59192620    0    0 31736   184 3580 5848   1   1  98   0   0 2026-09-15 16:02:36
 1  0       526400     67335600        25156     59198340    0    0  5656    44 3196 5485   1   0  99   0   0 2026-09-15 16:02:37
 1  0       525888     67189200        25160     59209320  820    0 11780     0 3265 5553   2   1  97   0   0 2026-09-15 16:02:38
 2  0       525888     67036036        25160     59209388    0    0    52     0 2995 4986   3   1  96   0   0 2026-09-15 16:02:39
 1  0       525888     66955012        25380     59216852  128    0  7872    64 3912 5957   4   1  95   0   0 2026-09-15 16:02:40
 4  0       525888     66675592        25624     59224376   16    0  8116   148 4082 6536   3   1  96   0   0 2026-09-15 16:02:41
 3  0       525888     66235184        25728     59246464    0    0 12384   184 11592 7637  20   2  79   0   0 2026-09-15 16:02:42
 0  0       525888     66590480        26604     59375124    0    0 128648     0 7988 11014   6   1  92   1   0 2026-09-15 16:02:43
 2  0       525888     66342384        26724     59527496    0    0 17660     0 8539 11644   3   1  95   0   0 2026-09-15 16:02:44
 3  0       525888     62817732        27316     59531008    0    0  2484     0 9170 14752   4   2  93   0   0 2026-09-15 16:02:45
 1  0       525888     59160132        27964     59534336   92    0  3440   244 10110 16384   2   2  95   0   0 2026-09-15 16:02:46
 3  1       525632     55207212        28152     59534828  196    0   368  1828 8557 15062   2   2  96   0   0 2026-09-15 16:02:47
 2  0       525632     51399140        28280     59311464   56    0   360     0 8835 14886   1   2  96   0   0 2026-09-15 16:02:48
 1  0       525376     52426760        28392     55936028  232    0   696     0 9190 15337   2   3  95   0   0 2026-09-15 16:02:49
 1  0       525376     52975296        28536     52667728    8    0   152     0 8196 14477   1   3  96   0   0 2026-09-15 16:02:50
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       525376     53311228        28620     49819140    0    0    84     0 8015 14407   1   2  96   0   0 2026-09-15 16:02:51
 1  0       525376     52030928        28720     47737368  128    0   216  2692 8877 14679   1   3  96   0   0 2026-09-15 16:02:52
 1  0       525376     52039380        28824     44741632    0    0   104     0 8282 14377   1   3  96   0   0 2026-09-15 16:02:53
 1  0       525376     52529712        28968     41874020    0    0   144     0 8417 14458   1   2  96   0   0 2026-09-15 16:02:54
