14:28:40 h0.85-kvcufile avail=125237M free=124952M cached=965M anon=610M mapped=410M shmem=4M unevict=0M slab=405M psi_some=0.00 psi_full=0.00
14:32:31 h0.85-kvcufile avail=124987M free=123959M cached=1694M anon=867M mapped=415M shmem=4M unevict=0M slab=428M psi_some=0.00 psi_full=0.00
14:32:41 h0.85-kvcufile avail=124322M free=123231M cached=1757M anon=1539M mapped=764M shmem=4M unevict=0M slab=431M psi_some=0.00 psi_full=0.00
14:32:51 h0.85-kvcufile avail=98535M free=97126M cached=27189M anon=1648M mapped=26255M shmem=25337M unevict=0M slab=646M psi_some=0.00 psi_full=0.00
14:33:01 h0.85-kvcufile avail=61345M free=59895M cached=63678M anon=1653M mapped=62745M shmem=61829M unevict=0M slab=951M psi_some=0.00 psi_full=0.00
14:33:12 h0.85-kvcufile avail=24146M free=22630M cached=100203M anon=1651M mapped=99269M shmem=98353M unevict=0M slab=1255M psi_some=0.00 psi_full=0.00
14:33:18 h0.85-kvcufile KILL avail=1607M psi_full=0.00 pids=8967
9597
14:33:27 h0.85-kvcufile avail=35848M free=35635M cached=1224M anon=882M mapped=394M shmem=4M unevict=0M slab=871M psi_some=3.28 psi_full=3.28
14:33:32 h0.85-kvposix avail=125076M free=124571M cached=1225M anon=893M mapped=397M shmem=4M unevict=0M slab=358M psi_some=1.80 psi_full=1.80
14:33:42 h0.85-kvposix avail=124390M free=123817M cached=1294M anon=1555M mapped=737M shmem=4M unevict=0M slab=358M psi_some=0.66 psi_full=0.66
14:33:52 h0.85-kvposix avail=98121M free=97442M cached=26939M anon=1665M mapped=26539M shmem=25620M unevict=0M slab=573M psi_some=0.24 psi_full=0.24
14:34:02 h0.85-kvposix avail=60844M free=60082M cached=63556M anon=1672M mapped=63154M shmem=62234M unevict=0M slab=877M psi_some=0.08 psi_full=0.08
14:34:12 h0.85-kvposix avail=23558M free=22737M cached=100168M anon=1677M mapped=99766M shmem=98846M unevict=0M slab=1182M psi_some=0.03 psi_full=0.03
14:34:19 h0.85-kvposix KILL avail=1388M psi_full=0.01 pids=10029
10598
14:34:24 h0.85-kvposix KILL avail=2366M psi_full=3.39 pids=
14:34:33 h0.85-kvnone avail=124961M free=125253M cached=946M anon=726M mapped=295M shmem=4M unevict=0M slab=323M psi_some=1.52 psi_full=1.52
14:34:43 h0.85-kvnone avail=124239M free=124437M cached=1111M anon=1347M mapped=618M shmem=4M unevict=0M slab=322M psi_some=0.56 psi_full=0.56
14:34:53 h0.85-kvnone avail=105118M free=105163M cached=19713M anon=1571M mapped=19427M shmem=18639M unevict=0M slab=478M psi_some=0.36 psi_full=0.36
14:35:03 h0.85-kvnone avail=67985M free=67988M cached=56133M anon=1571M mapped=55846M shmem=55057M unevict=0M slab=781M psi_some=0.13 psi_full=0.13
14:35:13 h0.85-kvnone avail=30865M free=30825M cached=92546M anon=1574M mapped=92255M shmem=91458M unevict=0M slab=1085M psi_some=0.03 psi_full=0.03
