phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.90,80.50,76.20,93.78,104.95,105.0
reverse_retrieve,24,36.57,88.86,47.55,98.07,98.07,98.1
