Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.2,5700209674,12,475017472.8,460126886.0,456712204,586867764,36540298.7,PushPop,:weight_ssd_read layer030/mlp.gate_up_proj.weight.bin 924MiB
0.2,5656105329,11,514191393.5,488288509.0,466484530,620231645,52340875.5,PushPop,:weight_ssd_read layer001/mlp.gate_up_proj.weight.bin 924MiB
0.2,5572384569,12,464365380.8,463545140.0,460639990,472029971,3669520.3,PushPop,:weight_ssd_read layer052/mlp.gate_up_proj.weight.bin 924MiB
0.2,5569201361,12,464100113.4,462216942.5,459501740,474687071,4918783.8,PushPop,:weight_ssd_read layer014/mlp.gate_up_proj.weight.bin 924MiB
0.2,5562677197,12,463556433.1,461722601.0,460035528,476806251,4896386.3,PushPop,:weight_ssd_read layer036/mlp.gate_up_proj.weight.bin 924MiB
0.2,5552156813,12,462679734.4,459170263.5,456095493,476518169,6537566.0,PushPop,:weight_ssd_read layer046/mlp.gate_up_proj.weight.bin 924MiB
0.2,5537524626,12,461460385.5,460280334.5,455676958,471459776,5104923.8,PushPop,:weight_ssd_read layer068/mlp.gate_up_proj.weight.bin 924MiB
0.1,3075453193,12,256287766.1,146764219.5,144104011,802642767,238326817.3,PushPop,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 128MiB
0.1,2633560203,12,219463350.3,146776149.0,144967796,849760077,201072855.9,PushPop,:weight_ssd_read layer004/self_attn.o_proj.weight.bin 128MiB
0.1,2430134762,12,202511230.2,141763671.0,121018971,843178755,202172829.8,PushPop,:weight_ssd_read layer049/self_attn.o_proj.weight.bin 128MiB
0.1,2342192625,12,195182718.8,141599235.5,126689709,558544167,125496988.4,PushPop,:weight_ssd_read layer023/self_attn.o_proj.weight.bin 128MiB
0.1,2295515227,12,191292935.6,142075712.0,127648123,538273420,120749538.1,PushPop,:weight_ssd_read layer011/self_attn.o_proj.weight.bin 128MiB
0.1,2143361870,1,2143361870.0,2143361870.0,2143361870,2143361870,0.0,PushPop,:kv_store job=4 c=2 f5ffbeb7596dfdc4965fbfa2ad6e243c695a6d890197c10d4c51a6ebec6b223e.bin 20MiB
0.1,2131333231,1,2131333231.0,2131333231.0,2131333231,2131333231,0.0,PushPop,:kv_store job=4 c=3 87adaac024272b2f98ba0493e888d69e737dbfcda8bbf831b1b6c8fad7ae87c5.bin 20MiB
0.1,2104825539,12,175402128.3,131717135.5,117941018,646734767,148644946.2,PushPop,:weight_ssd_read layer075/self_attn.o_proj.weight.bin 128MiB
0.1,2047975717,1,2047975717.0,2047975717.0,2047975717,2047975717,0.0,PushPop,:kv_store job=4 c=1 4cefe2d2774904cf561f397cac00c401fc1118818af8d7b89d842a584afce776.bin 20MiB
0.1,2024675151,1,2024675151.0,2024675151.0,2024675151,2024675151,0.0,PushPop,:kv_store job=4 c=0 ebbfb471c9b8407569707b5583899a5147e1479ee01aeb150eae0ad9400d25b8.bin 20MiB
0.1,2019679356,12,168306613.0,92306837.5,91000810,800918684,202576737.9,PushPop,:weight_ssd_read layer004/self_attn.qkv_proj.weight.bin 160MiB
0.1,1946468332,12,162205694.3,145589302.0,144672517,328095812,52372139.7,PushPop,:weight_ssd_read layer062/self_attn.o_proj.weight.bin 128MiB
0.1,1928675709,12,160722975.8,92952579.0,90693848,536122676,156155919.4,PushPop,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 160MiB
0.1,1926045191,1,1926045191.0,1926045191.0,1926045191,1926045191,0.0,PushPop,:kv_store job=3 c=2 d525095c0bd17da04245e99cd204f3d6582787e30bdb3883760d8640988c5c01.bin 20MiB
0.1,1908692917,12,159057743.1,145725068.0,143951085,251968027,30868790.7,PushPop,:weight_ssd_read layer030/self_attn.o_proj.weight.bin 128MiB
0.1,1891218571,1,1891218571.0,1891218571.0,1891218571,1891218571,0.0,PushPop,:kv_store job=3 c=0 525ae18db1e59b5cebecddc1e99ad384dd04765affe99818641158fa6d64bbcf.bin 20MiB
0.1,1863150617,12,155262551.4,131821571.5,119195897,411532757,81035785.2,PushPop,:weight_ssd_read layer027/self_attn.o_proj.weight.bin 128MiB
0.1,1860675059,12,155056254.9,139804461.5,124784724,324075405,54390516.3,PushPop,:weight_ssd_read layer043/self_attn.o_proj.weight.bin 128MiB
0.1,1843650018,1,1843650018.0,1843650018.0,1843650018,1843650018,0.0,PushPop,:kv_store job=3 c=3 aaf1785eefc610c2feb0bdbda1a99dd2a18a3c1a76752e0938956b57aa54bcfe.bin 20MiB
0.1,1799281884,12,149940157.0,148279426.5,147754759,160816635,4076167.5,PushPop,:weight_ssd_read layer036/self_attn.o_proj.weight.bin 128MiB
0.1,1794283368,12,149523614.0,148195747.5,147268733,160258666,3604578.6,PushPop,:weight_ssd_read layer052/self_attn.o_proj.weight.bin 128MiB
0.1,1788764633,1,1788764633.0,1788764633.0,1788764633,1788764633,0.0,PushPop,:kv_store job=3 c=1 014f87d587669d905d89c4fa672ca61d5c87527188d6ba4ba1c01d79c093c407.bin 20MiB
0.1,1788260126,12,149021677.2,145488752.0,143931263,159857698,6084631.1,PushPop,:weight_ssd_read layer046/self_attn.o_proj.weight.bin 128MiB
0.1,1778463120,12,148205260.0,146026526.0,144731462,157059651,4250165.2,PushPop,:weight_ssd_read layer078/self_attn.o_proj.weight.bin 128MiB
0.1,1772427567,12,147702297.3,145378127.0,144414909,156600725,4444637.1,PushPop,:weight_ssd_read layer068/self_attn.o_proj.weight.bin 128MiB
0.1,1764422626,12,147035218.8,147211160.0,133301652,161861417,9070217.2,PushPop,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 128MiB
0.1,1757623888,12,146468657.3,144814667.5,143104281,159536444,4413434.4,PushPop,:weight_ssd_read layer014/self_attn.o_proj.weight.bin 128MiB
0.1,1750898753,11,159172613.9,141117595.0,117251202,242589972,43586805.2,PushPop,:weight_ssd_read layer001/self_attn.o_proj.weight.bin 128MiB
0.1,1714178636,12,142848219.7,143840140.0,117409798,179802986,16676747.5,PushPop,:weight_ssd_read layer055/self_attn.o_proj.weight.bin 128MiB
0.1,1700183309,12,141681942.4,137097993.5,125574672,168644002,13668259.4,PushPop,:weight_ssd_read layer059/self_attn.o_proj.weight.bin 128MiB
0.1,1693282816,12,141106901.3,138510024.5,121046570,172046595,12746021.6,PushPop,:weight_ssd_read layer007/self_attn.o_proj.weight.bin 128MiB
0.1,1636002346,12,136333528.8,138186381.0,121475875,148061209,7618669.3,PushPop,:weight_ssd_read layer039/self_attn.o_proj.weight.bin 128MiB
0.1,1617275963,12,134772996.9,130829133.5,124224359,156894385,9531118.0,PushPop,:weight_ssd_read layer065/self_attn.o_proj.weight.bin 128MiB
0.1,1613045200,12,134420433.3,136604428.5,118836987,144070637,7644331.9,PushPop,:weight_ssd_read layer033/self_attn.o_proj.weight.bin 128MiB
0.1,1599355321,12,133279610.1,129346118.5,122733660,162456300,10953408.7,PushPop,:weight_ssd_read layer071/self_attn.o_proj.weight.bin 128MiB
0.1,1586403115,12,132200259.6,79366504.5,59387874,696843771,178269223.7,PushPop,:weight_ssd_read layer049/self_attn.qkv_proj.weight.bin 160MiB
0.1,1458886682,1,1458886682.0,1458886682.0,1458886682,1458886682,0.0,PushPop,:kv_store job=7 c=0 eb914a83358130a15083d8eda45bc1cf492543793b35c9353a4ed67bc0f66826.bin 20MiB
0.1,1457267849,1,1457267849.0,1457267849.0,1457267849,1457267849,0.0,PushPop,:kv_store job=7 c=1 67f0d46e8e8c6c3327e5e24bc56dc4b0239b50aa09780112f93fd6ba9e69a9c0.bin 20MiB
0.1,1420369705,1,1420369705.0,1420369705.0,1420369705,1420369705,0.0,PushPop,:kv_store job=7 c=2 fd4e01ced380de6aab377cce20f3fa6bca849da4652e07f4e87e4bcb37b27a06.bin 20MiB
0.1,1351025723,1,1351025723.0,1351025723.0,1351025723,1351025723,0.0,PushPop,:kv_store job=7 c=3 efac5d125d3f50e1490136f48c30850fdfd9d77cbf1490b1fd5afb193c046d60.bin 20MiB
0.0,1227863551,12,102321962.6,91764350.5,90295909,178652797,24854484.6,PushPop,:weight_ssd_read layer030/self_attn.qkv_proj.weight.bin 160MiB
0.0,1221500116,12,101791676.3,79982964.0,66219155,232993859,57622796.9,PushPop,:weight_ssd_read layer011/self_attn.qkv_proj.weight.bin 160MiB
0.0,1163994398,12,96999533.2,74170629.5,64251543,297550907,65390211.1,PushPop,:weight_ssd_read layer023/self_attn.qkv_proj.weight.bin 160MiB
0.0,1161484404,12,96790367.0,95713574.0,93739364,106562400,3919031.5,PushPop,:weight_ssd_read layer036/self_attn.qkv_proj.weight.bin 160MiB
0.0,1151432292,12,95952691.0,91844498.0,90488341,123723150,9588701.1,PushPop,:weight_ssd_read layer062/self_attn.qkv_proj.weight.bin 160MiB
0.0,1146500675,12,95541722.9,94665463.5,93625372,105845022,3324888.3,PushPop,:weight_ssd_read layer052/self_attn.qkv_proj.weight.bin 160MiB
0.0,1138419415,12,94868284.6,91475172.5,89730311,108967750,6545224.5,PushPop,:weight_ssd_read layer046/self_attn.qkv_proj.weight.bin 160MiB
0.0,1133946460,12,94495538.3,92410852.5,90285820,103224118,4482831.8,PushPop,:weight_ssd_read layer078/self_attn.qkv_proj.weight.bin 160MiB
0.0,1131820782,12,94318398.5,92517816.5,91189238,103073415,4327703.1,PushPop,:weight_ssd_read layer068/self_attn.qkv_proj.weight.bin 160MiB
0.0,1116797254,12,93066437.8,91912447.0,90361744,104661294,3909565.1,PushPop,:weight_ssd_read layer014/self_attn.qkv_proj.weight.bin 160MiB
0.0,1085982170,12,90498514.2,67614412.0,54684251,320702982,72974587.9,PushPop,:weight_ssd_read layer075/self_attn.qkv_proj.weight.bin 160MiB
0.0,1077850541,12,89820878.4,69235586.5,57014284,317294330,72010820.2,PushPop,:weight_ssd_read layer027/self_attn.qkv_proj.weight.bin 160MiB
0.0,1068253567,12,89021130.6,76045810.0,62553923,223642865,43796872.6,PushPop,:weight_ssd_read layer043/self_attn.qkv_proj.weight.bin 160MiB
0.0,976253982,12,81354498.5,81894438.0,68524325,96969589,9081350.0,PushPop,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 160MiB
0.0,951163838,12,79263653.2,74114137.0,61613510,110648144,14653829.4,PushPop,:weight_ssd_read layer059/self_attn.qkv_proj.weight.bin 160MiB
0.0,943002067,12,78583505.6,75766118.5,58612030,108980795,12501637.3,PushPop,:weight_ssd_read layer007/self_attn.qkv_proj.weight.bin 160MiB
0.0,933110027,12,77759168.9,79871120.0,54705117,96953494,13319971.2,PushPop,:weight_ssd_read layer055/self_attn.qkv_proj.weight.bin 160MiB
0.0,894303546,12,74525295.5,75640745.0,58923511,85188956,7776956.8,PushPop,:weight_ssd_read layer039/self_attn.qkv_proj.weight.bin 160MiB
0.0,870167440,12,72513953.3,73758110.5,60278830,82960133,6793596.8,PushPop,:weight_ssd_read layer033/self_attn.qkv_proj.weight.bin 160MiB
0.0,859037762,12,71586480.2,68555527.0,61717686,94796178,9264839.3,PushPop,:weight_ssd_read layer065/self_attn.qkv_proj.weight.bin 160MiB
0.0,834724432,11,75884039.3,62093314.0,53267179,141741619,29391237.7,PushPop,:weight_ssd_read layer001/self_attn.qkv_proj.weight.bin 160MiB
0.0,834469189,1,834469189.0,834469189.0,834469189,834469189,0.0,PushPop,:kv_store job=0 c=26 cfc16930f3800e156a809bc10c33104635ba2fdf13e172d3c0857c57ecb3210b.bin 20MiB
0.0,798608921,12,66550743.4,65049305.5,57165241,77531230,6888333.8,PushPop,:weight_ssd_read layer071/self_attn.qkv_proj.weight.bin 160MiB
0.0,798548930,1,798548930.0,798548930.0,798548930,798548930,0.0,PushPop,:kv_store job=0 c=27 f22c5897ffaa9359edbf6fd1ec39091591797675d98028441a506d7b8248c97f.bin 20MiB
0.0,767522360,1,767522360.0,767522360.0,767522360,767522360,0.0,PushPop,:kv_store job=0 c=28 b2aecc7aae944cbcb4d27261acfd753fbffdbbda286afcd48ad810fd272c1cac.bin 20MiB
0.0,497587273,1,497587273.0,497587273.0,497587273,497587273,0.0,PushPop,:kv_store job=6 c=0 6e7675cf7a4e20fc06130b555f67e8412e0a62a644fdf18fd5cf092eae5c7f68.bin 20MiB
0.0,493850721,1,493850721.0,493850721.0,493850721,493850721,0.0,PushPop,:kv_store job=3 c=52 9598ca3f3e36660135542ff8ff34af2cc0552f1c40216cfa79d01036674fbf41.bin 20MiB
0.0,299623030,1,299623030.0,299623030.0,299623030,299623030,0.0,PushPop,:kv_store job=4 c=14 d2cea1cf53a7cc2f776301565554be800b81919bdd76a28889610f862226acd2.bin 20MiB
0.0,271858532,1,271858532.0,271858532.0,271858532,271858532,0.0,PushPop,:kv_store job=4 c=12 f82727ab9b02ccb49fa8579e46f49aee97a3c80f9dc08449a7e56f8a04a4894a.bin 20MiB
0.0,271310633,1,271310633.0,271310633.0,271310633,271310633,0.0,PushPop,:kv_store job=7 c=19 4be1c76075b6072104a2785b3d6f340772859fc3a07fd12ae7f2defa5eb3c745.bin 20MiB
0.0,267404344,1,267404344.0,267404344.0,267404344,267404344,0.0,PushPop,:kv_store job=4 c=13 c96000d2acbe59978a6ba3272d0f2ebcb57a9a1ec1d62846a416819dce5f595d.bin 20MiB
0.0,265328207,1,265328207.0,265328207.0,265328207,265328207,0.0,PushPop,:kv_store job=4 c=7 b24219e77b169a0c18e5423a741fa6d90ab148faa7de212aa59cc77b43487524.bin 20MiB
0.0,264334941,1,264334941.0,264334941.0,264334941,264334941,0.0,PushPop,:kv_store job=3 c=6 a540de1cab8b8074a1aaf3c1e1b01d63e14b3a24bfb603d1ba5788cc95ba4679.bin 20MiB
0.0,261377504,1,261377504.0,261377504.0,261377504,261377504,0.0,PushPop,:kv_store job=4 c=18 2f76cc9438a71552d2f1e305595c860f0cb00f8383828c31e44a07662606dad9.bin 20MiB
0.0,260316698,1,260316698.0,260316698.0,260316698,260316698,0.0,PushPop,:kv_store job=3 c=7 68ab39d473c52d83302240964bf7004efb30bfa57b95fee67646c669a2be4d84.bin 20MiB
0.0,260192743,1,260192743.0,260192743.0,260192743,260192743,0.0,PushPop,:kv_store job=4 c=19 7a7e82cf2c92e2b86d787be3bae6779c6c53b50c9471f481a52e3b241f916a3e.bin 20MiB
0.0,255544940,1,255544940.0,255544940.0,255544940,255544940,0.0,PushPop,:kv_store job=4 c=11 592c3366d3822437ed41544ac9663f12ce5d09c5a1962a026f82d485c0943d87.bin 20MiB
0.0,253220653,1,253220653.0,253220653.0,253220653,253220653,0.0,PushPop,:kv_store job=3 c=8 45609a83ec2589b51e9f9490ee70119ac9e2f78e786963df679117934832768d.bin 20MiB
0.0,251497488,1,251497488.0,251497488.0,251497488,251497488,0.0,PushPop,:kv_store job=3 c=9 c1431c8934a2932d5d567ddcb99d170899ad4b5730435be55c0bd1f1013ed242.bin 20MiB
0.0,247824545,1,247824545.0,247824545.0,247824545,247824545,0.0,PushPop,:kv_store job=4 c=6 5b3009f3d7c6acf3aa5324b4df23b69a33103086d4efdaa5f1fb4d95eaa39ca7.bin 20MiB
0.0,246911188,1,246911188.0,246911188.0,246911188,246911188,0.0,PushPop,:kv_store job=7 c=21 c54fc482f990986516c0ce246f90ff29412981596f9a7c481bfc00a7070880d3.bin 20MiB
0.0,246207271,1,246207271.0,246207271.0,246207271,246207271,0.0,PushPop,:kv_store job=4 c=8 90000d86f8dc638e6390142b1ca3fc4edfa7d74d3340ae2e81d9bf625963b008.bin 20MiB
0.0,240763903,1,240763903.0,240763903.0,240763903,240763903,0.0,PushPop,:kv_store job=7 c=18 49120fba1ddd8b71df45e24120b6232a4f23a0c5019c5af55c5bf9afad18eb72.bin 20MiB
0.0,240354980,1,240354980.0,240354980.0,240354980,240354980,0.0,PushPop,:kv_store job=4 c=17 0a9d6478b4b2147f1b6fb2f96ac60a293eda6d53c940ac0b646848c73ebeba5e.bin 20MiB
0.0,232214065,1,232214065.0,232214065.0,232214065,232214065,0.0,PushPop,:kv_store job=3 c=10 dbaa8fb93ccf06801b9bb5c53a7f32f176bc80cc95d5143ee80d80711ea67ddd.bin 20MiB
0.0,230555359,1,230555359.0,230555359.0,230555359,230555359,0.0,PushPop,:kv_store job=3 c=11 7eed3038c096c8c1967a7b6b6d06ad680688a330e726f60251a790374547402e.bin 20MiB
0.0,230107574,1,230107574.0,230107574.0,230107574,230107574,0.0,PushPop,:kv_store job=7 c=24 7ed6e27fee31dae942dd88582f9e7c30b5b2699534e7184611994c3c3121b0e2.bin 20MiB
0.0,229480528,1,229480528.0,229480528.0,229480528,229480528,0.0,PushPop,:kv_store job=3 c=13 ef41d5ba384036d5175b60a2af2cd8b5f3fb6b586090b0a61312b0892f47fb89.bin 20MiB
0.0,227461797,1,227461797.0,227461797.0,227461797,227461797,0.0,PushPop,:kv_store job=7 c=7 60ddc076f5ab5fccb0714c26d71392dd541c756997f45328793b986d03cd50a7.bin 20MiB
0.0,224946418,1,224946418.0,224946418.0,224946418,224946418,0.0,PushPop,:kv_store job=7 c=25 c79d4deb6594526e5e06a272296b21a501711d6f77ff3b65f993683a885d6987.bin 20MiB
0.0,224551519,1,224551519.0,224551519.0,224551519,224551519,0.0,PushPop,:kv_store job=7 c=6 43c247a5a851947c8fceaaa5c7c0893742d914a073224f98fe9718ee07f86148.bin 20MiB
0.0,224332355,1,224332355.0,224332355.0,224332355,224332355,0.0,PushPop,:kv_store job=7 c=12 d7071d6facf056edef58291dd638f463dc64eb574123a7bf87874ee8bcf4b7fb.bin 20MiB
0.0,224008646,1,224008646.0,224008646.0,224008646,224008646,0.0,PushPop,:kv_store job=7 c=15 6c9c0386084726d7fdbff8e9b50cd80fafdbd06b680af20b67c2ea8bb08a0740.bin 20MiB
0.0,223378160,1,223378160.0,223378160.0,223378160,223378160,0.0,PushPop,:kv_store job=7 c=13 4202d1c1f158325bb9414a427c7c494dfa05dac6fdc17c39bdd1ba744e96cec1.bin 20MiB
0.0,223216064,1,223216064.0,223216064.0,223216064,223216064,0.0,PushPop,:kv_store job=7 c=16 d20ca55f130b5398b663b05bc070f437476153bfd7649fb88b626a14fad37315.bin 20MiB
0.0,221076748,1,221076748.0,221076748.0,221076748,221076748,0.0,PushPop,:kv_store job=7 c=10 002b59f1b06c3e578d49dd7d1b2348a4d52ad9eb9b75f3ee502f33c25fd4969c.bin 20MiB
0.0,221067782,1,221067782.0,221067782.0,221067782,221067782,0.0,PushPop,:kv_store job=7 c=22 febda3f84d001f3a14e630bdab0d0f6a577ab15b126896b15db3c4d0c4739e2b.bin 20MiB
0.0,218598455,1,218598455.0,218598455.0,218598455,218598455,0.0,PushPop,:kv_store job=7 c=11 8c5d6447f6ffcc6537274a00c37a24fa038327511d317a8f05798a63477a8fe0.bin 20MiB
0.0,217577416,1,217577416.0,217577416.0,217577416,217577416,0.0,PushPop,:kv_store job=3 c=12 3ea713b0415d285abba2f7e462d89cdc409c936751cd8a456ccb4150937c7cf8.bin 20MiB
0.0,217273186,1,217273186.0,217273186.0,217273186,217273186,0.0,PushPop,:kv_store job=7 c=17 5fa48a547633bdfb25b27629385a606bbdc944a889eddcc9e329576b065cfbc3.bin 20MiB
