Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.4,8017936694,12,668161391.2,532150412.5,517943982,2165358547,471581397.3,PushPop,:weight_ssd_read layer033/mlp.down_proj.weight.bin 462MiB
0.4,7891237296,12,657603108.0,506882780.0,505350846,2308673896,519958847.1,PushPop,:weight_ssd_read layer030/mlp.down_proj.weight.bin 462MiB
0.4,7661191357,12,638432613.1,457556523.0,454507436,2622604215,624857790.1,PushPop,:weight_ssd_read layer046/mlp.gate_up_proj.weight.bin 924MiB
0.4,7630651369,12,635887614.1,534266035.5,518109504,1751985646,351601021.6,PushPop,:weight_ssd_read layer049/mlp.down_proj.weight.bin 462MiB
0.3,7206149103,12,600512425.3,487655274.0,473493452,1845285744,392114558.2,PushPop,:weight_ssd_read layer033/mlp.gate_up_proj.weight.bin 924MiB
0.3,7122251460,11,647477405.5,529641258.0,509762472,1291679106,250994712.1,PushPop,:weight_ssd_read layer001/mlp.down_proj.weight.bin 462MiB
0.3,7071616275,12,589301356.3,490754251.0,473218175,1672361314,341206160.9,PushPop,:weight_ssd_read layer049/mlp.gate_up_proj.weight.bin 924MiB
0.3,7047056787,12,587254732.3,507266064.0,504527820,1446444616,270655338.1,PushPop,:weight_ssd_read layer020/mlp.down_proj.weight.bin 462MiB
0.3,6834056041,12,569504670.1,480575248.5,440376536,1560740145,312558029.4,PushPop,:weight_ssd_read layer043/mlp.gate_up_proj.weight.bin 924MiB
0.3,6756924372,12,563077031.0,512655283.5,504858948,1095032489,167696263.4,PushPop,:weight_ssd_read layer065/mlp.down_proj.weight.bin 462MiB
0.3,6676268481,12,556355706.8,494423703.5,448537543,1330452473,244390678.4,PushPop,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 924MiB
0.3,6548181667,12,545681805.6,505771851.5,503873179,719861521,75825397.2,PushPop,:weight_ssd_read layer004/mlp.down_proj.weight.bin 462MiB
0.3,6492067686,12,541005640.5,529328149.0,514989244,615161342,32684970.1,PushPop,:weight_ssd_read layer007/mlp.down_proj.weight.bin 462MiB
0.3,6466209752,12,538850812.7,458934717.0,456638564,1396724037,270236780.3,PushPop,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 924MiB
0.3,6452142939,11,586558449.0,485444219.0,466229305,1223910130,233472181.7,PushPop,:weight_ssd_read layer001/mlp.gate_up_proj.weight.bin 924MiB
0.3,6376680778,12,531390064.8,524638251.0,513357056,603734231,24677816.5,PushPop,:weight_ssd_read layer011/mlp.down_proj.weight.bin 462MiB
0.3,6355555834,12,529629652.8,505902629.5,503208973,785878661,80755502.5,PushPop,:weight_ssd_read layer062/mlp.down_proj.weight.bin 462MiB
0.3,6319139390,12,526594949.2,526607718.0,508155964,550188505,11305359.1,PushPop,:weight_ssd_read layer023/mlp.down_proj.weight.bin 462MiB
0.3,6303170406,12,525264200.5,508949541.0,507855354,676467602,48125414.7,PushPop,:weight_ssd_read layer014/mlp.down_proj.weight.bin 462MiB
0.3,6299269455,12,524939121.3,458814499.0,456873195,1245327642,226880718.9,PushPop,:weight_ssd_read layer030/mlp.gate_up_proj.weight.bin 924MiB
0.3,6289994373,12,524166197.8,523654317.0,509393747,543901963,10268256.5,PushPop,:weight_ssd_read layer055/mlp.down_proj.weight.bin 462MiB
0.3,6262763905,12,521896992.1,522429625.5,511470802,532472359,6458647.8,PushPop,:weight_ssd_read layer027/mlp.down_proj.weight.bin 462MiB
0.3,6259544060,12,521628671.7,518669113.0,505795154,537427433,10904123.3,PushPop,:weight_ssd_read layer039/mlp.down_proj.weight.bin 462MiB
0.3,6258003061,12,521500255.1,518987036.5,504998278,542028237,10609179.1,PushPop,:weight_ssd_read layer059/mlp.down_proj.weight.bin 462MiB
0.3,6248067160,12,520672263.3,470123105.0,462824763,1051706075,167405771.5,PushPop,:weight_ssd_read layer065/mlp.gate_up_proj.weight.bin 924MiB
0.3,6223224339,12,518602028.3,510138848.5,507860180,612723953,29665665.5,PushPop,:weight_ssd_read layer036/mlp.down_proj.weight.bin 462MiB
0.3,6222789248,12,518565770.7,517889207.5,508644308,535566313,8224531.7,PushPop,:weight_ssd_read layer071/mlp.down_proj.weight.bin 462MiB
0.3,6204729776,12,517060814.7,506459283.0,503917143,617166522,31899444.1,PushPop,:weight_ssd_read layer052/mlp.down_proj.weight.bin 462MiB
0.3,6178444178,12,514870348.2,512194860.0,503387522,541205983,10887075.0,PushPop,:weight_ssd_read layer075/mlp.down_proj.weight.bin 462MiB
0.3,6057911361,12,504825946.8,504034015.5,502422588,513674830,3134415.9,PushPop,:weight_ssd_read layer068/mlp.down_proj.weight.bin 462MiB
0.3,6049030208,12,504085850.7,503721198.5,502269014,508324705,1699839.7,PushPop,:weight_ssd_read layer078/mlp.down_proj.weight.bin 462MiB
0.3,5828175760,12,485681313.3,458923734.0,457404912,670932232,62502101.6,PushPop,:weight_ssd_read layer004/mlp.gate_up_proj.weight.bin 924MiB
0.3,5800592683,12,483382723.6,481105851.5,470028719,505063822,9774472.0,PushPop,:weight_ssd_read layer007/mlp.gate_up_proj.weight.bin 924MiB
0.3,5789034687,12,482419557.3,482627475.5,463379859,506465674,11584186.3,PushPop,:weight_ssd_read layer023/mlp.gate_up_proj.weight.bin 924MiB
0.3,5782719695,12,481893307.9,481567433.0,455618639,503286642,12590398.7,PushPop,:weight_ssd_read layer059/mlp.gate_up_proj.weight.bin 924MiB
0.3,5752355867,12,479362988.9,479026985.5,465463397,497881400,9939251.7,PushPop,:weight_ssd_read layer011/mlp.gate_up_proj.weight.bin 924MiB
0.3,5743156648,12,478596387.3,476948507.0,464746058,496580156,9562506.3,PushPop,:weight_ssd_read layer055/mlp.gate_up_proj.weight.bin 924MiB
0.3,5729653226,12,477471102.2,461440290.5,459988818,630400133,48591477.5,PushPop,:weight_ssd_read layer014/mlp.gate_up_proj.weight.bin 924MiB
0.3,5726736370,12,477228030.8,474776355.0,461963686,494127980,11076919.5,PushPop,:weight_ssd_read layer039/mlp.gate_up_proj.weight.bin 924MiB
0.3,5726682051,12,477223504.3,477395961.0,468769573,492149481,7709557.9,PushPop,:weight_ssd_read layer071/mlp.gate_up_proj.weight.bin 924MiB
0.3,5699323353,12,474943612.8,478006836.0,438683824,490061491,12922451.3,PushPop,:weight_ssd_read layer027/mlp.gate_up_proj.weight.bin 924MiB
0.3,5680988760,12,473415730.0,469760466.5,462836730,498412637,10568683.4,PushPop,:weight_ssd_read layer075/mlp.gate_up_proj.weight.bin 924MiB
0.3,5677131412,12,473094284.3,462440331.5,460751051,572712340,31730342.4,PushPop,:weight_ssd_read layer052/mlp.gate_up_proj.weight.bin 924MiB
0.3,5642822478,12,470235206.5,461759752.5,460532377,563023185,29238347.7,PushPop,:weight_ssd_read layer036/mlp.gate_up_proj.weight.bin 924MiB
0.3,5498073062,12,458172755.2,457606599.5,456523728,460133305,1276005.7,PushPop,:weight_ssd_read layer078/mlp.gate_up_proj.weight.bin 924MiB
0.3,5497490412,12,458124201.0,456897274.5,456314483,465108765,2726415.6,PushPop,:weight_ssd_read layer068/mlp.gate_up_proj.weight.bin 924MiB
0.3,5483558330,12,456963194.2,458091307.5,437145892,466405000,6753433.4,PushPop,:weight_ssd_read layer062/mlp.gate_up_proj.weight.bin 924MiB
0.1,2097492127,12,174791010.6,145075771.5,144154162,502107627,103078912.7,PushPop,:weight_ssd_read layer046/self_attn.o_proj.weight.bin 128MiB
0.1,2028611648,12,169050970.7,145297407.5,144470785,430913093,82466290.8,PushPop,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 128MiB
0.1,1906903428,12,158908619.0,148062909.5,146733206,259031821,31864550.7,PushPop,:weight_ssd_read layer052/self_attn.o_proj.weight.bin 128MiB
0.1,1888257841,12,157354820.1,145754784.0,144703844,229813053,25551850.3,PushPop,:weight_ssd_read layer004/self_attn.o_proj.weight.bin 128MiB
0.1,1885209491,12,157100790.9,141123688.0,129840060,314873813,50504004.7,PushPop,:weight_ssd_read layer033/self_attn.o_proj.weight.bin 128MiB
0.1,1881780151,12,156815012.6,148422350.0,147623994,249764812,29275928.3,PushPop,:weight_ssd_read layer036/self_attn.o_proj.weight.bin 128MiB
0.1,1851627528,12,154302294.0,150575142.5,122921305,251503718,33335646.8,PushPop,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 128MiB
0.1,1818026470,12,151502205.8,145014593.5,143928999,219788705,21556188.5,PushPop,:weight_ssd_read layer014/self_attn.o_proj.weight.bin 128MiB
0.1,1811485153,12,150957096.1,146250311.0,145394962,203331832,16503598.6,PushPop,:weight_ssd_read layer062/self_attn.o_proj.weight.bin 128MiB
0.1,1753740245,12,146145020.4,145976341.0,144421655,148682998,1027026.2,PushPop,:weight_ssd_read layer078/self_attn.o_proj.weight.bin 128MiB
0.1,1744611027,12,145384252.3,145323746.5,144502613,146032682,475061.4,PushPop,:weight_ssd_read layer068/self_attn.o_proj.weight.bin 128MiB
0.1,1736945527,12,144745460.6,144868919.0,143712756,145905483,679077.9,PushPop,:weight_ssd_read layer030/self_attn.o_proj.weight.bin 128MiB
0.1,1735701290,12,144641774.2,133109672.5,124957616,243753335,32945928.1,PushPop,:weight_ssd_read layer043/self_attn.o_proj.weight.bin 128MiB
0.1,1703573484,12,141964457.0,137318421.5,125056590,176920886,14679669.2,PushPop,:weight_ssd_read layer059/self_attn.o_proj.weight.bin 128MiB
0.1,1683257353,12,140271446.1,139945986.5,121796398,156606518,9444570.5,PushPop,:weight_ssd_read layer049/self_attn.o_proj.weight.bin 128MiB
0.1,1668323975,12,139026997.9,137987034.5,124659597,159892554,9547281.3,PushPop,:weight_ssd_read layer007/self_attn.o_proj.weight.bin 128MiB
0.1,1647746853,12,137312237.8,130407543.5,118359553,228728230,29213193.7,PushPop,:weight_ssd_read layer027/self_attn.o_proj.weight.bin 128MiB
0.1,1622232896,11,147475717.8,131390817.0,116173529,259261315,42762076.6,PushPop,:weight_ssd_read layer001/self_attn.o_proj.weight.bin 128MiB
0.1,1619216848,12,134934737.3,135261812.0,118478428,154727120,10539175.0,PushPop,:weight_ssd_read layer023/self_attn.o_proj.weight.bin 128MiB
0.1,1609727244,12,134143937.0,122991333.0,118771333,227782949,30249862.5,PushPop,:weight_ssd_read layer065/self_attn.o_proj.weight.bin 128MiB
0.1,1606896157,12,133908013.1,130641710.5,121719884,152582090,10277511.3,PushPop,:weight_ssd_read layer011/self_attn.o_proj.weight.bin 128MiB
0.1,1582917972,12,131909831.0,129900656.5,118235448,144919692,10363017.3,PushPop,:weight_ssd_read layer039/self_attn.o_proj.weight.bin 128MiB
0.1,1576635055,12,131386254.6,130402219.5,117709401,150936321,9288307.6,PushPop,:weight_ssd_read layer055/self_attn.o_proj.weight.bin 128MiB
0.1,1572852876,12,131071073.0,131378834.5,119141550,146970476,8513129.7,PushPop,:weight_ssd_read layer071/self_attn.o_proj.weight.bin 128MiB
0.1,1535778045,12,127981503.8,125261785.0,116035981,153504752,10890759.2,PushPop,:weight_ssd_read layer075/self_attn.o_proj.weight.bin 128MiB
0.1,1293554194,12,107796182.8,90648094.5,89960450,293504145,58492505.1,PushPop,:weight_ssd_read layer046/self_attn.qkv_proj.weight.bin 160MiB
0.1,1251042829,12,104253569.1,91416085.0,90551264,246341610,44749077.9,PushPop,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 160MiB
0.1,1250724475,12,104227039.6,94733271.5,92975326,205475143,31971385.4,PushPop,:weight_ssd_read layer052/self_attn.qkv_proj.weight.bin 160MiB
0.1,1233633769,12,102802814.1,94002201.0,93437533,197665569,29883678.0,PushPop,:weight_ssd_read layer036/self_attn.qkv_proj.weight.bin 160MiB
0.1,1202399035,12,100199919.6,92614664.0,90871489,140301038,16571951.2,PushPop,:weight_ssd_read layer004/self_attn.qkv_proj.weight.bin 160MiB
0.1,1145694595,12,95474549.6,90693808.5,89828379,143127398,15107683.3,PushPop,:weight_ssd_read layer014/self_attn.qkv_proj.weight.bin 160MiB
0.1,1104396924,12,92033077.0,91697079.5,90880919,96520768,1485378.8,PushPop,:weight_ssd_read layer078/self_attn.qkv_proj.weight.bin 160MiB
0.1,1099463874,12,91621989.5,91738670.0,90526816,92080560,424692.0,PushPop,:weight_ssd_read layer062/self_attn.qkv_proj.weight.bin 160MiB
0.1,1088342151,12,90695179.3,90565224.5,90195360,91415652,468114.6,PushPop,:weight_ssd_read layer068/self_attn.qkv_proj.weight.bin 160MiB
0.1,1087182542,12,90598545.2,90599314.0,89614935,91328957,461484.7,PushPop,:weight_ssd_read layer030/self_attn.qkv_proj.weight.bin 160MiB
0.0,1001297499,12,83441458.3,78061961.5,66023297,121172204,15060278.7,PushPop,:weight_ssd_read layer033/self_attn.qkv_proj.weight.bin 160MiB
0.0,956375219,12,79697934.9,84310903.0,57385690,98832603,13228305.7,PushPop,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 160MiB
0.0,925399297,12,77116608.1,75421415.5,58926078,92637167,9518700.4,PushPop,:weight_ssd_read layer049/self_attn.qkv_proj.weight.bin 160MiB
0.0,917482200,12,76456850.0,75742155.0,61895750,98235012,9585762.9,PushPop,:weight_ssd_read layer007/self_attn.qkv_proj.weight.bin 160MiB
0.0,901870390,12,75155865.8,72587990.0,60666307,96610410,10946903.9,PushPop,:weight_ssd_read layer059/self_attn.qkv_proj.weight.bin 160MiB
0.0,870170507,12,72514208.9,72063274.0,55862515,92164352,10417548.3,PushPop,:weight_ssd_read layer023/self_attn.qkv_proj.weight.bin 160MiB
0.0,868309214,12,72359101.2,69080383.0,61016046,93188787,10322308.5,PushPop,:weight_ssd_read layer043/self_attn.qkv_proj.weight.bin 160MiB
0.0,859430369,12,71619197.4,68166709.0,58976874,89587015,10620216.7,PushPop,:weight_ssd_read layer011/self_attn.qkv_proj.weight.bin 160MiB
0.0,828107310,12,69008942.5,66433205.5,54484592,82687146,10762542.9,PushPop,:weight_ssd_read layer039/self_attn.qkv_proj.weight.bin 160MiB
0.0,815680151,12,67973345.9,66398642.0,53932082,87779098,9319765.9,PushPop,:weight_ssd_read layer055/self_attn.qkv_proj.weight.bin 160MiB
0.0,795807032,12,66317252.7,66843963.5,56281770,75107251,5097922.4,PushPop,:weight_ssd_read layer027/self_attn.qkv_proj.weight.bin 160MiB
0.0,792650762,12,66054230.2,66993659.5,54161247,81563904,8568497.9,PushPop,:weight_ssd_read layer071/self_attn.qkv_proj.weight.bin 160MiB
0.0,780140114,12,65011676.2,60416317.5,53565277,88554520,10335321.5,PushPop,:weight_ssd_read layer065/self_attn.qkv_proj.weight.bin 160MiB
0.0,775804531,12,64650377.6,62684177.0,53677513,91384726,10442222.8,PushPop,:weight_ssd_read layer075/self_attn.qkv_proj.weight.bin 160MiB
0.0,750181096,11,68198281.5,63758992.0,53647503,94238179,12398433.4,PushPop,:weight_ssd_read layer001/self_attn.qkv_proj.weight.bin 160MiB
0.0,618434236,1,618434236.0,618434236.0,618434236,618434236,0.0,PushPop,:kv_load job=51 c=10 f03aeb9462aa406e293d95c4caafa12fa25d6340760c5f1b3bdf11b5e63671a7.bin 20MiB
0.0,602241436,1,602241436.0,602241436.0,602241436,602241436,0.0,PushPop,:kv_load job=53 c=3 babf9d6a9930f1da7445084bdd54cc1b1abb012884509ed73ee529a7b48678a1.bin 20MiB
0.0,513186370,1,513186370.0,513186370.0,513186370,513186370,0.0,PushPop,:kv_load job=48 c=74 bc34106ae0791e5549c1ed4a73f9e285ebec2b6e45bf8411352ebedd9a23487d.bin 20MiB
0.0,505013706,1,505013706.0,505013706.0,505013706,505013706,0.0,PushPop,:kv_load job=48 c=103 d2cea1cf53a7cc2f776301565554be800b81919bdd76a28889610f862226acd2.bin 20MiB
0.0,503444881,1,503444881.0,503444881.0,503444881,503444881,0.0,PushPop,:kv_load job=48 c=102 c96000d2acbe59978a6ba3272d0f2ebcb57a9a1ec1d62846a416819dce5f595d.bin 20MiB
0.0,495588420,1,495588420.0,495588420.0,495588420,495588420,0.0,PushPop,:kv_load job=48 c=101 f82727ab9b02ccb49fa8579e46f49aee97a3c80f9dc08449a7e56f8a04a4894a.bin 20MiB
0.0,472597234,1,472597234.0,472597234.0,472597234,472597234,0.0,PushPop,:kv_load job=50 c=28 6cc6b9ac4c73a380496eadebcd660864bfc8347f7743370c4de258aae4c5fc92.bin 20MiB
0.0,470626487,1,470626487.0,470626487.0,470626487,470626487,0.0,PushPop,:kv_load job=53 c=63 b869e0d8be80183e2a51f34fbfe0a2fb15b1436f24fc938c62d574ebd5bb9a0b.bin 20MiB
0.0,468635783,1,468635783.0,468635783.0,468635783,468635783,0.0,PushPop,:kv_load job=53 c=34 8a99934f80ac443687cd2c1ea143df6bc0fa18c68f2008859dd3788d6ee9372e.bin 20MiB
0.0,467995036,1,467995036.0,467995036.0,467995036,467995036,0.0,PushPop,:kv_load job=50 c=27 73ef22d8138276c494c9149e1966c85d325af95507381e66962a1e4eca9edf4f.bin 20MiB
0.0,466047350,1,466047350.0,466047350.0,466047350,466047350,0.0,PushPop,:kv_load job=53 c=33 2ac5ecd87b8a8cabaf7f0b3e59a165711f877a2dce348e38db8fb228ae4852dc.bin 20MiB
0.0,464777376,1,464777376.0,464777376.0,464777376,464777376,0.0,PushPop,:kv_load job=53 c=35 4de0532a8f031ec9fce785bf03ac98f53e516598de2eb94532b79f11f183d1e3.bin 20MiB
0.0,463414843,1,463414843.0,463414843.0,463414843,463414843,0.0,PushPop,:kv_load job=53 c=36 bd915c47176fbb234677c4289a5ebf5596e7737f66a5e43c7a539b88dfe67250.bin 20MiB
0.0,460089498,1,460089498.0,460089498.0,460089498,460089498,0.0,PushPop,:kv_load job=53 c=62 fd68a3c5b1ee3d136e2ef74b8d7be48e7e0e87843c8737eeeccc1674b311e539.bin 20MiB
0.0,452923204,1,452923204.0,452923204.0,452923204,452923204,0.0,PushPop,:kv_load job=50 c=29 cff1d43f0c7a6c55f9b6ce6d9543592590d8cad7e2699bc83afc34b0a474fe4e.bin 20MiB
0.0,442530256,1,442530256.0,442530256.0,442530256,442530256,0.0,PushPop,:kv_load job=50 c=30 71d992e3d231ac5f489c1328b5194814a807d3ed090d099deb8e4e05524a6931.bin 20MiB
0.0,435588888,1,435588888.0,435588888.0,435588888,435588888,0.0,PushPop,:kv_load job=48 c=104 2da53ff8dbfa508be9aae443e676ecb2cba4c4fdbc1f2aebc3067eb023406277.bin 20MiB
0.0,432957171,1,432957171.0,432957171.0,432957171,432957171,0.0,PushPop,:kv_load job=53 c=64 8b5bb47806701c25f19437409fca0f963560a4f062ab36d05287dbee837c7076.bin 20MiB
0.0,431419252,1,431419252.0,431419252.0,431419252,431419252,0.0,PushPop,:kv_load job=48 c=78 2f30dcfbf3ec6b730722f460b503a490c6f45071a6e420272585a7e5820fac0d.bin 20MiB
0.0,428973278,1,428973278.0,428973278.0,428973278,428973278,0.0,PushPop,:kv_load job=48 c=79 144265a1b7633e4095770484b675468deace6a76a7d460ba9a7553aef93e9e3a.bin 20MiB
0.0,428436088,1,428436088.0,428436088.0,428436088,428436088,0.0,PushPop,:kv_load job=48 c=80 295d209a38ee9182d537158ab67385881d8f685b7931d193d824dbc0cd617c9f.bin 20MiB
0.0,408757337,1,408757337.0,408757337.0,408757337,408757337,0.0,PushPop,:kv_load job=53 c=5 77b0f6cfd24893ed70a23d5e71d1ed370cb794ea69c2e95d05118b5a67764a64.bin 20MiB
0.0,388382698,1,388382698.0,388382698.0,388382698,388382698,0.0,PushPop,:kv_load job=53 c=6 dbc0a3576829aca2f9a9f363eacd80c4785a2656e100e361bc1cd2065c95e985.bin 20MiB
0.0,384228396,1,384228396.0,384228396.0,384228396,384228396,0.0,PushPop,:kv_load job=53 c=7 0ccc9fe10acde8b98af4086d5f6848e1767b0e7ca9e020de47a1fc4ee1ef8887.bin 20MiB
0.0,358719062,1,358719062.0,358719062.0,358719062,358719062,0.0,PushPop,:kv_load job=53 c=65 28f01ad4492f29c8b9a2b56141dc8581f44c81e55f4d7c82ce1e25ad4655054f.bin 20MiB
0.0,224599225,1,224599225.0,224599225.0,224599225,224599225,0.0,PushPop,:kv_load job=53 c=2 a479433705f448b1ac87a3d4b547732e95664cd07f88ec04f008bd5673be2249.bin 20MiB
0.0,207155236,1,207155236.0,207155236.0,207155236,207155236,0.0,PushPop,:kv_load job=53 c=1 f282c071cfdb0300c8acbf320172b7de71d008d97bc6553597e9371fac0271fd.bin 20MiB
0.0,177591888,1,177591888.0,177591888.0,177591888,177591888,0.0,PushPop,:kv_load job=53 c=0 3b242492e23f6c65a3143f97caaffebbdb1c23e81db926e6d36857c5e86370cc.bin 10MiB
0.0,166442725,1,166442725.0,166442725.0,166442725,166442725,0.0,PushPop,:kv_load job=53 c=61 4eb5303c9c63e56726949704f8e2e8ae71741e38cb168b8036fda56530d6a441.bin 20MiB
0.0,134882452,1,134882452.0,134882452.0,134882452,134882452,0.0,PushPop,:kv_load job=48 c=3 806a706aa8faf34a75d9d78abb5d02a504f43e6ce1e2aa7ef4aea30bd2a4a2b3.bin 20MiB
0.0,132985674,1,132985674.0,132985674.0,132985674,132985674,0.0,PushPop,:kv_load job=48 c=1 26901af02e79419447edd8dd6246dd905fd4a9c9254bc61cb64a82040474217d.bin 20MiB
0.0,132062092,1,132062092.0,132062092.0,132062092,132062092,0.0,PushPop,:kv_load job=48 c=2 078b901f84904104cc46e97586f39518179efc21dfcb2cc66ee296b8e1c5ab02.bin 20MiB
0.0,131687035,1,131687035.0,131687035.0,131687035,131687035,0.0,PushPop,:kv_load job=48 c=0 b312f5790bfaba3da0fcdfa6cb6c00d544f63a70ccf2934077fd17f7e2cde123.bin 20MiB
0.0,111354513,1,111354513.0,111354513.0,111354513,111354513,0.0,PushPop,:kv_load job=48 c=98 359e7e9e36a3b379759fd52445aca84a94a09ddaedebf76dd472ef0d70797bb8.bin 20MiB
0.0,101914503,1,101914503.0,101914503.0,101914503,101914503,0.0,PushPop,:kv_load job=48 c=46 ba33a5b80a8bea35218ad00ca4393cb888d8b8a9d5ba2522d6930e78f305911a.bin 20MiB
0.0,79727127,1,79727127.0,79727127.0,79727127,79727127,0.0,PushPop,:kv_load job=53 c=60 0f5c044677c58abcc95fd2e4c54cf2999e50eb16909b6f59b39b2c68811abd2e.bin 20MiB
0.0,72214465,1,72214465.0,72214465.0,72214465,72214465,0.0,PushPop,:kv_load job=50 c=26 b01d05ac2454ad281c4c13f63c12addac48199a679ada47b4d5c1bf08361c3b4.bin 20MiB
0.0,71237941,1,71237941.0,71237941.0,71237941,71237941,0.0,PushPop,:kv_load job=44 c=14 390fc188ff30385932990a4fa6808acb49bba6403749e3a8782808830891760c.bin 20MiB
0.0,68133540,1,68133540.0,68133540.0,68133540,68133540,0.0,PushPop,:kv_load job=44 c=15 0e1c64f9f726b8db44d00effcb5644eb0a194d4c599e85871df306088191f8df.bin 20MiB
0.0,68088587,1,68088587.0,68088587.0,68088587,68088587,0.0,PushPop,:kv_load job=44 c=16 ad54544c3cf5061df82f6dfc21e6f25ed0ab2e4c7dea32d65688d64edeb5e53f.bin 20MiB
0.0,66804797,1,66804797.0,66804797.0,66804797,66804797,0.0,PushPop,:kv_load job=44 c=13 3ff1067d7ce936a2ad39b347f78379dce1ba1fe3bbeb1fb6e6044319cd480093.bin 20MiB
0.0,66591497,1,66591497.0,66591497.0,66591497,66591497,0.0,PushPop,:kv_load job=44 c=17 6ab131239904918121b1d9da91e8fa9d4863e0b6b4c2eb649164d24de4980974.bin 20MiB
0.0,65981751,1,65981751.0,65981751.0,65981751,65981751,0.0,PushPop,:kv_load job=44 c=19 5f38f68cfb592a20fb304ea26f3e08a6ede890170eeb9b292a7b1e5a361b5683.bin 20MiB
0.0,65754703,1,65754703.0,65754703.0,65754703,65754703,0.0,PushPop,:kv_load job=44 c=20 8116070bc8896fc79cbee6b7ecd2163fdcecd923d7570190c7871e86d8f15e26.bin 20MiB
0.0,65714463,1,65714463.0,65714463.0,65714463,65714463,0.0,PushPop,:kv_load job=44 c=18 fe9338a2f7e015bbf3303101ea19571a80d090915910235b53694690eec33553.bin 20MiB
0.0,65052847,1,65052847.0,65052847.0,65052847,65052847,0.0,PushPop,:kv_load job=48 c=75 d7d55424e67f40865773e91dec62c6cf2a75fd835b4b16e143ac6638a8047962.bin 20MiB
0.0,64575513,1,64575513.0,64575513.0,64575513,64575513,0.0,PushPop,:kv_load job=48 c=77 9598ca3f3e36660135542ff8ff34af2cc0552f1c40216cfa79d01036674fbf41.bin 20MiB
0.0,63645278,1,63645278.0,63645278.0,63645278,63645278,0.0,PushPop,:kv_load job=51 c=13 eb936dd5f3e45fdfbfdcdccd0283e618abb970e73901ca5dd6a910e958747ae4.bin 20MiB
0.0,63091045,1,63091045.0,63091045.0,63091045,63091045,0.0,PushPop,:kv_load job=48 c=73 27769de622a7373e12a3342305ad424e43ea6c3cbbd0793f37175f7e34b8675d.bin 20MiB
0.0,62845357,1,62845357.0,62845357.0,62845357,62845357,0.0,PushPop,:kv_load job=51 c=12 f6fbadb1769fbc8918c7c6fc5f3c94134b89a17cde8e4f8550d003b61d50b2ef.bin 20MiB
0.0,62438609,1,62438609.0,62438609.0,62438609,62438609,0.0,PushPop,:kv_load job=48 c=76 95bf72653850a48f2d51cfd215c2f31b3b22f1b367092788da1db30d955e7a1f.bin 20MiB
