procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       533912     60064316       277596     66888896    2    3 13470   577    1    1   1   1  97   2   0 2026-09-15 13:15:35
 2  0       533912     59965804       277596     66888936   28    0    28     0 2802 3929   4   1  96   0   0 2026-09-15 13:15:36
41  0       533912     59910876       277596     66888956    0    0     0     0 3493 3887   3   2  94   0   0 2026-09-15 13:15:37
 2  0       533912     59842896       277596     66889092   12    0   140     0 4146 4429   5   6  90   0   0 2026-09-15 13:15:38
 1  0       533912     59834708       277604     66889108    0    0     0   616 2498 3734   1   0  98   0   0 2026-09-15 13:15:39
 1  0       533912     59834244       277604     66889132    0    0     0     0 2306 3621   0   0  99   0   0 2026-09-15 13:15:40
 2  0       533912     59803800       277604     66889136    0    0     0     0 2326 3567   1   0  99   0   0 2026-09-15 13:15:41
 2  0       533912     59801784       277620     66889132    0    0   188     0 2443 3620   0   0  99   0   0 2026-09-15 13:15:42
 1  0       533912     59611028       277620     66896208    0    0  6868     0 2343 3692   2   1  97   0   0 2026-09-15 13:15:43
 1  0       533912     59470452       277628     66896224    0    0     0   456 2676 3761   3   1  96   0   0 2026-09-15 13:15:44
 0  0       533912     59405188       277628     66896236    0    0     0     0 2740 3938   3   0  97   0   0 2026-09-15 13:15:45
 3  0       533912     58899464       277628     66896264    0    0     4     0 6092 5113  17   1  82   0   0 2026-09-15 13:15:46
 3  0       533912     58613580       277628     66906516    0    0     0     0 4576 5538   8   1  91   0   0 2026-09-15 13:15:47
 1  0       533912     58812032       277628     67041704    0    0     0     0 9400 10826   5   2  94   0   0 2026-09-15 13:15:48
 2  0       533912     54627948       277640     67041724    0    0     0   556 8031 12938   4   3  94   0   0 2026-09-15 13:15:49
 2  0       533912     50739708       277640     67041740    0    0     0     0 8012 12940   2   2  96   0   0 2026-09-15 13:15:50
 1  0       533912     46620852       277640     67041740    0    0     0     0 7714 12810   1   2  96   0   0 2026-09-15 13:15:51
 1  0       533912     42243768       277640     67041760    0    0     0     0 7674 12868   1   2  97   0   0 2026-09-15 13:15:52
