phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,298.21,544.70,315.87,562.47,562.60,562.6
replay,32,8.78,13.96,9.17,14.17,14.46,14.5
