k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.0796,0,0,0,0
1,63,repeated,0,1.0457,0,0,0,16
2,45,one_shot,0,1.079,0,0,0,16
3,55,repeated,0,1.1364,0,0,0,16
4,31,repeated,0,1.0517,0,0,0,16
5,0,far_reuse,0,1.1063,0,0,0,16
6,39,far_reuse,0,1.052,0,0,0,16
7,29,one_shot,0,1.1074,0,0,0,16
8,4,near_reuse,0,1.0788,0,0,0,16
9,43,repeated,0,1.1068,0,0,0,16
10,42,one_shot,0,1.0931,0,0,0,16
11,30,repeated,0,1.093,0,0,0,16
12,52,far_reuse,0,1.0935,0,0,0,16
13,55,repeated,1,1.0774,0,0,2,272
14,62,far_reuse,0,1.0653,0,0,12,16
15,15,near_reuse,0,1.1138,0,0,0,16
16,33,far_reuse,0,1.083,0,0,0,16
17,4,near_reuse,1,0.0791,0,0,0,1920
18,48,near_reuse,0,1.0878,0,0,13,16
19,22,repeated,0,1.1568,0,0,1,16
20,21,one_shot,0,1.0555,0,0,0,16
21,60,one_shot,0,1.0565,0,0,0,16
22,6,one_shot,0,1.0829,0,0,0,16
23,19,near_reuse,0,1.0812,0,0,0,16
24,15,near_reuse,1,0.0931,0,0,2,1936
25,3,one_shot,0,1.0857,0,0,11,16
26,63,repeated,1,1.1601,0,0,3,16
27,8,near_reuse,0,1.1374,0,0,12,16
28,31,repeated,1,1.0647,0,0,2,16
29,48,near_reuse,1,1.0906,0,0,12,16
30,34,repeated,0,1.0829,0,0,0,16
31,24,far_reuse,0,1.0967,0,0,0,16
32,35,far_reuse,0,1.0553,0,0,0,16
33,14,near_reuse,0,1.1274,0,0,0,16
34,9,repeated,0,1.0908,0,0,0,16
35,43,repeated,1,1.1053,0,0,0,16
36,22,repeated,1,1.1697,0,0,14,16
37,30,repeated,1,1.1215,0,0,0,16
38,19,near_reuse,1,1.0959,0,0,13,16
39,2,near_reuse,0,1.1051,0,0,1,16
40,26,near_reuse,0,1.0905,0,0,0,16
41,8,near_reuse,1,1.0901,0,0,0,16
42,5,repeated,0,1.0716,0,0,13,16
43,25,repeated,0,1.0637,0,0,1,16
44,53,far_reuse,0,1.0643,0,0,0,16
45,27,one_shot,0,1.1192,0,0,0,16
46,14,near_reuse,1,1.1246,0,0,2,16
47,58,repeated,0,1.115,0,0,12,16
48,31,repeated,2,1.2185,880,14,2,896
49,23,repeated,0,1.0805,0,0,9,16
50,2,near_reuse,1,1.1276,0,0,5,16
51,38,far_reuse,0,1.1052,0,0,12,16
52,26,near_reuse,1,1.0971,0,0,2,16
53,20,repeated,0,1.0927,0,0,10,16
54,28,far_reuse,0,1.1156,0,0,2,16
55,41,repeated,0,1.1157,0,0,0,16
56,11,one_shot,0,1.0601,0,0,0,16
