k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
57,16,one_shot,0,1.1008,0,0,0,16
58,34,repeated,1,1.0838,0,0,0,16
59,30,repeated,2,2.4213,880,14,14,896
60,10,near_reuse,0,1.0994,0,0,11,16
61,59,near_reuse,0,1.085,0,0,3,16
62,0,far_reuse,1,1.1247,0,0,2,16
63,13,far_reuse,0,1.138,0,0,11,16
64,39,far_reuse,1,1.0687,0,0,3,16
65,50,one_shot,0,1.1667,0,0,12,16
66,20,repeated,1,1.067,0,0,2,16
67,49,far_reuse,0,1.0688,0,0,12,16
68,54,near_reuse,0,1.0874,0,0,0,16
69,46,near_reuse,0,1.0598,0,0,0,16
70,5,repeated,1,1.0974,0,0,2,16
71,40,near_reuse,0,1.077,0,0,10,32
72,25,repeated,1,1.0608,0,0,2,16
73,10,near_reuse,1,1.1051,0,0,10,16
74,17,repeated,0,1.0966,0,0,4,16
75,52,far_reuse,1,1.1122,0,0,0,16
76,59,near_reuse,1,1.1057,0,0,12,16
77,18,far_reuse,0,1.072,0,0,2,16
78,62,far_reuse,1,1.0788,0,0,2,16
79,7,far_reuse,0,1.0799,0,0,10,16
80,41,repeated,1,1.1427,0,0,2,16
81,51,near_reuse,0,1.1063,0,0,11,16
82,34,repeated,2,2.7044,880,14,2,896
83,22,repeated,2,1.1635,0,0,9,16
84,33,far_reuse,1,1.1071,0,0,5,16
85,36,near_reuse,0,1.1635,0,0,12,16
86,9,repeated,1,1.1081,0,0,1,16
87,54,near_reuse,1,1.0994,0,0,11,16
88,12,one_shot,0,1.0845,0,0,2,32
89,46,near_reuse,1,1.0973,0,0,0,16
90,56,one_shot,0,1.1619,0,0,13,16
91,40,near_reuse,1,1.0852,0,0,1,32
92,57,one_shot,0,1.1305,0,0,12,16
93,9,repeated,2,0.0805,0,0,2,1920
94,1,far_reuse,0,1.1066,0,0,9,16
95,58,repeated,1,1.1251,0,0,3,16
96,44,repeated,0,1.1144,0,0,11,16
97,32,far_reuse,0,1.0958,0,0,0,16
98,51,near_reuse,1,1.1017,0,0,2,16
99,47,near_reuse,0,1.0819,0,0,12,16
100,23,repeated,1,1.1022,0,0,2,16
101,63,repeated,2,1.1927,880,14,14,896
102,36,near_reuse,1,1.1307,0,0,9,16
103,61,one_shot,0,1.0942,0,0,3,16
104,32,far_reuse,1,0.067,0,0,0,1920
105,24,far_reuse,1,1.1309,0,0,14,16
106,44,repeated,2,0.091,0,0,2,1936
107,35,far_reuse,1,1.172,0,0,12,16
108,1,far_reuse,1,1.1068,0,0,0,16
109,25,repeated,2,2.2822,624,10,14,640
110,5,repeated,2,1.0981,880,14,14,896
111,55,repeated,2,1.2729,880,14,16,896
112,7,far_reuse,1,1.1604,0,0,9,16
113,47,near_reuse,1,1.1044,0,0,5,16
114,58,repeated,2,1.5124,688,11,12,704
115,43,repeated,2,1.8053,880,14,14,896
116,18,far_reuse,1,1.0931,0,0,11,16
117,17,repeated,2,1.0768,0,0,5,16
118,17,repeated,1,0.1015,0,0,1,1920
119,53,far_reuse,1,1.0668,0,0,11,16
120,44,repeated,1,1.2201,880,14,3,896
121,23,repeated,2,1.9287,880,14,12,896
122,20,repeated,2,1.6314,880,14,16,896
123,49,far_reuse,1,1.1654,0,0,11,16
124,13,far_reuse,1,1.1573,0,0,4,16
125,38,far_reuse,1,1.1193,0,0,12,16
126,41,repeated,2,1.1149,688,11,0,704
127,28,far_reuse,1,1.1526,0,0,11,16
