procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 4  0       526588     68021744        76996     59207224    2    3 12979   581    1    0   1   1  97   2   0 2026-09-15 04:54:30
 3  0       526588     67914048        77824     59224468    0    0 18084     0 3467 5975   3   1  96   0   0 2026-09-15 04:54:31
 2  0       526588     67849800        78664     59244176    0    0 20168    96 4060 6864   3   1  96   0   0 2026-09-15 04:54:32
 3  0       526588     67757104        79796     59280700    0    0 38256     0 6170 6759   4   8  88   0   0 2026-09-15 04:54:33
 2  0       526588     67717568        80264     59288428    0    0  7880     0 3172 4915   3   1  97   0   0 2026-09-15 04:54:34
 1  0       526588     67715840        80264     59288848    0    0     0     0 2372 3707   0   0  99   0   0 2026-09-15 04:54:35
 1  1       526588     67671304        80460     59317392    0    0 28856     0 2762 4541   1   1  98   0   0 2026-09-15 04:54:36
 1  0       526588     67647120        80716     59325168    8    0  8212    36 2714 4551   1   1  99   0   0 2026-09-15 04:54:37
 0  0       526076     67505264        80732     59335868  468    0 11352     0 2600 4020   2   1  98   0   0 2026-09-15 04:54:38
 1  0       526076     67384592        80732     59335992    0    0     0     0 2271 3423   3   0  97   0   0 2026-09-15 04:54:39
 1  0       526076     67287584        80732     59336008    0    0     0   364 2229 3352   3   0  97   0   0 2026-09-15 04:54:40
 3  1       526076     66971328        81144     59343308    0    0  8012     0 3034 4833   3   1  96   0   0 2026-09-15 04:54:41
 3  1       526076     66552664        81512     59368328    0    0 15976   148 10148 6917  18   1  81   0   0 2026-09-15 04:54:42
 1  0       526076     66913132        82800     59493556   88    0 125452     0 7797 10359   6   1  92   1   0 2026-09-15 04:54:43
 2  0       526076     66735264        83068     59639436    0    0 11548     0 7829 10605   3   1  95   0   0 2026-09-15 04:54:44
 2  0       526076     63070500        83088     59649136    0    0  9044   552 8450 13515   4   2  94   0   0 2026-09-15 04:54:45
 1  0       526076     58935580        83088     59649216    0    0    76     0 8110 13103   2   2  96   0   0 2026-09-15 04:54:46
 1  0       526076     54915476        83088     59649220    0    0     0     0 7614 12898   1   2  97   0   0 2026-09-15 04:54:47
 1  0       526076     50940040        83088     59649228    0    0     0     0 7691 12909   1   2  96   0   0 2026-09-15 04:54:48
 2  0       526076     46796300        83088     59649252    0    0     0     0 7792 12813   1   2  97   0   0 2026-09-15 04:54:49
 1  0       526076     42695872        83096     59649260    0    0     0   512 7466 12961   1   2  96   0   0 2026-09-15 04:54:50
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 2  0       526076     38722808        83096     59649280    0    0     0     0 7634 12871   1   2  97   0   0 2026-09-15 04:54:51
 1  0       525820     34531056        83096     59651304  216    0  2404     0 8123 13113   2   2  96   0   0 2026-09-15 04:54:52
