k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.1143,0,0,0,0
1,63,repeated,0,1.0421,0,0,0,16
2,45,one_shot,0,1.0714,0,0,0,16
3,55,repeated,0,1.1303,0,0,0,16
4,31,repeated,0,1.0535,0,0,0,16
5,0,far_reuse,0,1.1038,0,0,0,16
6,39,far_reuse,0,1.053,0,0,0,16
7,29,one_shot,0,1.1051,0,0,0,16
8,4,near_reuse,0,1.0767,0,0,0,16
9,43,repeated,0,1.1064,0,0,0,16
10,42,one_shot,0,1.093,0,0,0,16
11,30,repeated,0,1.0921,0,0,0,16
12,52,far_reuse,0,1.0921,0,0,0,16
13,55,repeated,1,1.0744,0,0,0,272
14,62,far_reuse,0,1.0628,0,0,14,16
15,15,near_reuse,0,1.1053,0,0,0,16
16,33,far_reuse,0,1.0772,0,0,0,16
17,4,near_reuse,1,0.0792,0,0,0,1920
18,48,near_reuse,0,1.0841,0,0,14,16
19,22,repeated,0,1.1498,0,0,0,16
20,21,one_shot,0,1.0561,0,0,0,16
21,60,one_shot,0,1.0545,0,0,0,16
22,6,one_shot,0,1.0797,0,0,0,16
23,19,near_reuse,0,1.0775,0,0,0,16
24,15,near_reuse,1,0.0788,0,0,0,1936
25,3,one_shot,0,1.0838,0,0,14,16
26,63,repeated,1,1.1509,0,0,0,16
27,8,near_reuse,0,1.1291,0,0,14,16
28,31,repeated,1,1.056,0,0,0,16
29,48,near_reuse,1,1.0852,0,0,14,16
30,34,repeated,0,1.0795,0,0,0,16
31,24,far_reuse,0,1.0918,0,0,0,16
32,35,far_reuse,0,1.0566,0,0,0,16
33,14,near_reuse,0,1.1214,0,0,0,16
34,9,repeated,0,1.0802,0,0,0,16
35,43,repeated,1,1.0919,0,0,0,16
36,22,repeated,1,1.1657,0,0,13,16
37,30,repeated,1,1.115,0,0,1,16
38,19,near_reuse,1,1.0888,0,0,11,16
39,2,near_reuse,0,1.1017,0,0,3,16
40,26,near_reuse,0,1.0866,0,0,0,16
41,8,near_reuse,1,1.0875,0,0,0,16
42,5,repeated,0,1.069,0,0,12,16
43,25,repeated,0,1.0638,0,0,2,16
44,53,far_reuse,0,1.0629,0,0,0,16
45,27,one_shot,0,1.1152,0,0,0,16
46,14,near_reuse,1,1.1157,0,0,0,16
47,58,repeated,0,1.1076,0,0,14,16
48,31,repeated,2,1.6916,880,14,0,896
49,23,repeated,0,1.0818,0,0,12,16
50,2,near_reuse,1,1.1111,0,0,2,16
51,38,far_reuse,0,1.0987,0,0,12,16
52,26,near_reuse,1,1.0821,0,0,0,16
53,20,repeated,0,1.0874,0,0,14,16
54,28,far_reuse,0,1.1103,0,0,0,16
55,41,repeated,0,1.1115,0,0,0,16
56,11,one_shot,0,1.0586,0,0,0,16
57,16,one_shot,0,1.0941,0,0,0,16
58,34,repeated,1,1.082,0,0,0,16
59,30,repeated,2,1.5164,688,11,14,704
60,10,near_reuse,0,1.0969,0,0,4,16
61,59,near_reuse,0,1.0813,0,0,0,16
62,0,far_reuse,1,1.1106,0,0,0,16
63,13,far_reuse,0,1.1338,0,0,14,16
64,39,far_reuse,1,1.0599,0,0,0,16
65,50,one_shot,0,1.1608,0,0,13,16
66,20,repeated,1,1.063,0,0,0,16
67,49,far_reuse,0,1.0698,0,0,13,16
68,54,near_reuse,0,1.0872,0,0,0,16
69,46,near_reuse,0,1.0635,0,0,0,16
70,5,repeated,1,1.085,0,0,0,16
71,40,near_reuse,0,1.0861,0,0,13,32
72,25,repeated,1,1.0631,0,0,1,16
73,10,near_reuse,1,1.1045,0,0,12,16
74,17,repeated,0,1.0866,0,0,2,16
75,52,far_reuse,1,1.1003,0,0,0,16
76,59,near_reuse,1,1.0934,0,0,13,16
77,18,far_reuse,0,1.064,0,0,1,16
78,62,far_reuse,1,1.0633,0,0,0,16
79,7,far_reuse,0,1.071,0,0,12,16
80,41,repeated,1,1.1308,0,0,2,16
