k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
81,51,near_reuse,0,1.0892,0,0,11,16
82,34,repeated,2,2.6252,880,14,0,896
83,22,repeated,2,1.1571,0,0,12,16
84,33,far_reuse,1,1.0845,0,0,2,16
85,36,near_reuse,0,1.1472,0,0,12,16
86,9,repeated,1,1.0916,0,0,0,16
87,54,near_reuse,1,1.1001,0,0,14,16
88,12,one_shot,0,1.0844,0,0,0,32
89,46,near_reuse,1,1.0924,0,0,0,16
90,56,one_shot,0,1.1571,0,0,14,16
91,40,near_reuse,1,1.0846,0,0,0,32
92,57,one_shot,0,1.1271,0,0,12,16
93,9,repeated,2,0.0672,0,0,0,1920
94,1,far_reuse,0,1.1045,0,0,13,16
95,58,repeated,1,1.1226,0,0,1,16
96,44,repeated,0,1.1109,0,0,12,16
97,32,far_reuse,0,1.0908,0,0,0,16
98,51,near_reuse,1,1.0948,0,0,0,16
99,47,near_reuse,0,1.0778,0,0,12,16
100,23,repeated,1,1.0939,0,0,2,16
101,63,repeated,2,1.1592,880,14,11,896
102,36,near_reuse,1,1.1342,0,0,7,16
103,61,one_shot,0,1.094,0,0,7,16
104,32,far_reuse,1,0.0649,0,0,0,1920
105,24,far_reuse,1,1.129,0,0,14,16
106,44,repeated,2,0.0804,0,0,0,1936
107,35,far_reuse,1,1.174,0,0,14,16
108,1,far_reuse,1,1.1056,0,0,0,16
109,25,repeated,2,1.3027,752,12,14,768
110,5,repeated,2,1.7756,880,14,4,896
111,55,repeated,2,3.2669,880,14,12,896
112,7,far_reuse,1,1.1664,0,0,4,16
113,47,near_reuse,1,1.099,0,0,10,16
114,58,repeated,2,1.1322,752,12,4,768
115,43,repeated,2,1.2825,880,14,14,896
116,18,far_reuse,1,1.0888,0,0,3,16
117,17,repeated,2,1.0729,0,0,11,16
118,17,repeated,1,0.0991,0,0,4,1920
119,53,far_reuse,1,1.0615,0,0,3,16
120,44,repeated,1,1.955,880,14,9,896
121,23,repeated,2,1.1985,688,11,9,704
122,20,repeated,2,2.0736,816,13,9,832
123,49,far_reuse,1,1.1625,0,0,8,16
124,13,far_reuse,1,1.1487,0,0,6,16
125,38,far_reuse,1,1.1023,0,0,8,16
126,41,repeated,2,1.8178,688,11,9,704
127,28,far_reuse,1,1.1475,0,0,9,16
