Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
41.0,262189826494,8766,29909859.3,27111052.0,419597,91909194,23155167.7,PushPop,:cuFileHandleNVFS
18.7,119671445558,3446,34727639.5,28288085.5,438124,104208396,27214614.0,PushPop,:cuFileRead
10.8,68831178683,1,68831178683.0,68831178683.0,68831178683,68831178683,0.0,PushPop,:phase:reverse_retrieve
0.5,2919614228,1,2919614228.0,2919614228.0,2919614228,2919614228,0.0,PushPop,:step:reverse_retrieve #9 running=19
0.4,2856132251,40,71403306.3,71644969.5,43934968,91578569,8818264.4,PushPop,:weight_ssd_read layer017/mlp.down_proj.weight.bin 43MiB
0.4,2844223747,1,2844223747.0,2844223747.0,2844223747,2844223747,0.0,PushPop,:step:reverse_retrieve #42 running=4
0.4,2821333184,40,70533329.6,71120702.0,56821754,82486730,6869226.0,PushPop,:weight_ssd_read layer018/mlp.down_proj.weight.bin 43MiB
0.4,2801292420,40,70032310.5,70936493.0,44982463,97533080,9811430.3,PushPop,:weight_ssd_read layer022/mlp.down_proj.weight.bin 43MiB
0.4,2782553954,40,69563848.8,68939133.5,52547737,83150237,6689882.9,PushPop,:weight_ssd_read layer030/mlp.down_proj.weight.bin 43MiB
0.4,2722097146,40,68052428.7,69652168.5,43604688,92893941,8581649.8,PushPop,:weight_ssd_read layer024/mlp.down_proj.weight.bin 43MiB
0.4,2721974423,40,68049360.6,68033004.0,49254157,94703155,8463652.5,PushPop,:weight_ssd_read layer029/mlp.down_proj.weight.bin 43MiB
0.4,2702548309,40,67563707.7,67079473.5,52148120,90786200,7267511.5,PushPop,:weight_ssd_read layer026/mlp.down_proj.weight.bin 43MiB
0.4,2671373693,40,66784342.3,67603806.5,42924522,104289431,10475169.7,PushPop,:weight_ssd_read layer021/mlp.down_proj.weight.bin 43MiB
0.4,2664716686,40,66617917.1,67918929.0,50508275,80079169,7566318.4,PushPop,:weight_ssd_read layer019/mlp.down_proj.weight.bin 43MiB
0.4,2637823550,40,65945588.8,65241225.0,43266269,93174534,8702736.7,PushPop,:weight_ssd_read layer020/mlp.down_proj.weight.bin 43MiB
0.4,2631536970,40,65788424.3,67730056.0,51287346,88742960,7937465.9,PushPop,:weight_ssd_read layer033/mlp.down_proj.weight.bin 43MiB
0.4,2626585657,40,65664641.4,66220183.0,42945836,85063536,10752668.6,PushPop,:weight_ssd_read layer031/mlp.down_proj.weight.bin 43MiB
0.4,2625746056,40,65643651.4,65173832.0,49090030,98048721,8833388.1,PushPop,:weight_ssd_read layer028/mlp.down_proj.weight.bin 43MiB
0.4,2623597986,40,65589949.6,65036125.0,52507580,84467602,7982076.6,PushPop,:weight_ssd_read layer032/mlp.down_proj.weight.bin 43MiB
0.4,2612459102,40,65311477.5,65683156.5,37855139,85549998,9043300.5,PushPop,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 86MiB
0.4,2609100314,40,65227507.9,67245469.0,47581417,84021910,8542994.1,PushPop,:weight_ssd_read layer025/mlp.down_proj.weight.bin 43MiB
0.4,2597963671,40,64949091.8,66904064.5,52052722,85128867,7947647.2,PushPop,:weight_ssd_read layer034/mlp.down_proj.weight.bin 43MiB
0.4,2587849732,1,2587849732.0,2587849732.0,2587849732,2587849732,0.0,PushPop,:step:reverse_retrieve #20 running=12
0.4,2574607895,40,64365197.4,64941169.0,50708493,75877909,6816846.6,PushPop,:weight_ssd_read layer018/mlp.gate_up_proj.weight.bin 86MiB
0.4,2559282759,40,63982069.0,64905290.5,38971481,90850712,9635551.1,PushPop,:weight_ssd_read layer022/mlp.gate_up_proj.weight.bin 86MiB
0.4,2551364776,40,63784119.4,64097161.5,43189746,80404961,8502048.9,PushPop,:weight_ssd_read layer027/mlp.down_proj.weight.bin 43MiB
0.4,2531026736,40,63275668.4,62860115.0,46492736,77043081,6509111.3,PushPop,:weight_ssd_read layer030/mlp.gate_up_proj.weight.bin 86MiB
0.4,2474405669,40,61860141.7,63144939.5,37538849,82353576,8258276.9,PushPop,:weight_ssd_read layer024/mlp.gate_up_proj.weight.bin 86MiB
0.4,2474052376,40,61851309.4,62070588.0,43175695,85888246,8148524.2,PushPop,:weight_ssd_read layer029/mlp.gate_up_proj.weight.bin 86MiB
0.4,2470514012,40,61762850.3,62142678.0,43171884,80384841,9117399.0,PushPop,:weight_ssd_read layer023/mlp.down_proj.weight.bin 43MiB
0.4,2450449868,40,61261246.7,61043608.5,46193269,77791670,6643197.5,PushPop,:weight_ssd_read layer026/mlp.gate_up_proj.weight.bin 86MiB
0.4,2423832776,40,60595819.4,59594280.5,47434237,75199463,7477346.9,PushPop,:weight_ssd_read layer035/mlp.down_proj.weight.bin 43MiB
0.4,2422677630,40,60566940.8,61563788.0,36816997,92272288,9954029.4,PushPop,:weight_ssd_read layer021/mlp.gate_up_proj.weight.bin 86MiB
0.4,2422582192,40,60564554.8,61803103.0,44462292,73993000,7578467.2,PushPop,:weight_ssd_read layer019/mlp.gate_up_proj.weight.bin 86MiB
0.4,2383710533,40,59592763.3,61644705.0,45272294,76507659,7508366.7,PushPop,:weight_ssd_read layer033/mlp.gate_up_proj.weight.bin 86MiB
0.4,2383369354,40,59584233.9,59263850.5,37225206,77029588,8001654.9,PushPop,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 86MiB
0.4,2377086237,40,59427155.9,58640513.0,46661346,76549085,7831173.2,PushPop,:weight_ssd_read layer032/mlp.gate_up_proj.weight.bin 86MiB
0.4,2376913147,40,59422828.7,60185664.5,36797406,79017083,10412267.4,PushPop,:weight_ssd_read layer031/mlp.gate_up_proj.weight.bin 86MiB
